発売日,クロスレビュー(評価),価格帯,ジャンル,メーカー,タイトル,シリーズ,ID,売り上げ本数TOP50,ハード,対応
2008-12-18,-,-,-,コナミ,ダンスダンスレボリューションフルフル♪パーティー,-,10815,0,Wii,-
2008-12-18,-,-,-,コナミ,ダンスダンスレボリューションフルフル♪パーティー(専用マットコントローラ同梱版),-,10816,0,Wii,-
2008-12-18,-,-,-,コナミ,エレビッツ(コナミ・ザ・ベスト),-,10821,0,Wii,-
2008-12-18,-,-,-,エレクトロニック・アーツ,ニード・フォー・スピードアンダーカバー,-,10927,0,Wii,-
2008-12-18,-,-,-,THQジャパン,ディズニー・シンク早押しクイズ,-,11038,0,Wii,-
2008-12-18,-,-,-,テクモ,スイングゴルフパンヤ2ndショット！(テクモ・ザ・ベスト),-,11076,0,Wii,-
2008-12-25,-,-,-,任天堂,ピクミン(Wiiであそぶセレクション),-,10585,0,Wii,-
2008-12-25,-,-,-,カプコン,バイオハザード,-,10853,0,Wii,-
2009-01-15,-,-,-,任天堂,マリオテニスGC(Wiiであそぶセレクション),-,10586,25,Wii,-
2009-01-15,-,-,-,コナミ,悪魔城ドラキュラジャッジメント,-,10838,0,Wii,-
2009-01-22,31,-,RPG,バンダイナムコ,フラジールさよなら月の廃墟,-,10704,0,Wii,-
2009-01-22,-,-,-,ユービーアイソフト,ラビッツ・パーティーTVパーティー,-,10977,0,Wii,-
2009-01-22,-,-,-,角川書店,涼宮ハルヒの激動,-,11120,0,Wii,-
2009-01-22,-,-,-,角川書店,涼宮ハルヒの激動超DXパック,-,11121,0,Wii,-
2009-01-29,-,-,-,スクウェア・エニックス,ファイナルファンタジー・クリスタルクロニクルエコーズ・オブ・タイム,-,10676,0,Wii,-
2009-02-05,-,-,-,任天堂,アナザーコード:R記憶の扉,-,10587,0,Wii,-
2009-02-12,-,-,-,エレクトロニック・アーツ,スケートイット,-,10920,0,Wii,-
2009-02-19,-,-,-,任天堂,メトロイドプライム(Wiiであそぶセレクション),-,10588,0,Wii,-
2009-02-19,-,-,-,カプコン,デッドライジングゾンビのいけにえ,-,10852,0,Wii,-
2009-02-19,-,-,-,エレクトロニック・アーツ,シムアニマル,-,10917,0,Wii,-
2009-02-26,-,-,-,バンダイナムコ,ワンピースアンリミテッドクルーズエピソード2目覚める勇者,-,10700,0,Wii,-
2009-02-26,-,-,-,エレクトロニック・アーツ,メダル・オブ・オナーヒーローズ2(EABESTHITS),-,10947,0,Wii,-
2009-02-26,-,-,-,THQジャパン,ハイスクール・ミュージカルダンス！,-,11040,0,Wii,-
2009-03-05,-,-,-,MTO,リラックマみんなでごゆるり生活,-,11100,0,Wii,-
2009-03-12,-,-,-,任天堂,ピクミン2(Wiiであそぶセレクション),-,10589,0,Wii,-
2009-03-12,-,-,-,セガ,ソニックと暗黒の騎士,-,10659,0,Wii,-
2009-03-12,-,-,-,バンダイナムコ,ウィーチア,-,10712,0,Wii,-
2009-03-12,-,-,-,エレクトロニック・アーツ,ニード・フォー・スピードプロストリート(EABESTHITS),-,10933,0,Wii,-
2009-03-12,-,-,-,エレクトロニック・アーツ,ぼくとシムのまちパーティー,-,10943,0,Wii,-
2009-03-12,-,-,-,日本一ソフトウェア,ファントム・ブレイブWii,-,11123,0,Wii,-
2009-03-19,34,-,SPT,コナミ,実況パワフルプロ野球NEXT,野球,10843,0,Wii,-
2009-03-19,30,-,SPT,エレクトロニック・アーツ,タイガー・ウッズPGATOUR09ALL-PLAY,-,10922,0,Wii,-
2009-03-19,-,-,-,エレクトロニック・アーツ,モノポリー,-,10948,0,Wii,-
2009-03-19,-,-,-,アークシステムワークス,ウィンタースポーツ2009ザ・ネクストチャレンジ,-,11025,0,Wii,-
2009-03-19,-,-,-,アルファ・ユニット,ダーツWiiデラックス,-,11102,0,Wii,-
2009-03-26,-,-,-,セガ,涼宮ハルヒの並列,-,10660,0,Wii,-
2009-03-26,-,-,-,セガ,涼宮ハルヒの並列超SOS団ヒロインコレクション,-,10661,0,Wii,-
2009-03-26,-,-,-,スクウェア・エニックス,007慰めの報酬,-,10677,0,Wii,-
2009-03-26,-,-,-,コナミ,遊戯王ファイブディーズウィーリーブレイカーズ,-,10840,0,Wii,-
2009-04-02,30,-,SLG,コーエー,ウイニングポストワールド,-,10888,0,Wii,-
2009-04-02,-,-,-,テラボックス,ドアラでWii,-,11126,0,Wii,-
2009-04-09,34,-,ACT,マーベラス,朧村正,-,11012,0,Wii,-
2009-04-16,-,-,SPT,ハドソン,デカスポルタ2Wiiでスポーツ10種目！,-,10777,0,Wii,-
2009-04-16,-,-,-,スパイク,ロックスターゲームプレゼンツテーブルテニス,-,11053,0,Wii,-
2009-04-23,-,-,-,スクウェア・エニックス,メジャマジ・マーチ,-,10678,0,Wii,-
2009-04-23,-,-,-,カプコン,モンスターハンターG,-,10872,24,Wii,-
2009-04-23,-,-,-,カプコン,モンスターハンターGスターターパック,-,10873,0,Wii,-
2009-04-23,-,-,-,スパイク,トゥームレイダーアンダーワールド,-,11055,0,Wii,-
2009-04-29,-,-,-,コナミ,麻雀格闘倶楽部WiiWi-Fi対応,-,10839,0,Wii,-
2009-04-29,35,-,SPT,コナミ,実況パワフルメジャーリーグ2009,野球,10847,0,Wii,-
2009-04-29,-,-,-,IEインスティテュート,シカクいアタマをマルくする。Wii,-,11058,0,Wii,-
2009-04-30,-,-,-,マーベラス,フィッシュアイズWii,-,11000,0,Wii,-
2009-05-14,36,-,SPT,コナミ,ウイニングイレブンプレーメーカー2009,-,10828,0,Wii,-
2009-05-21,31,-,SLG,任天堂,タクトオブマジック,-,10592,0,Wii,-
2009-05-28,-,-,-,ジャレコ,黄金の絆,-,11092,0,Wii,-
2009-06-04,32,-,RPG,マーベラス,アークライズファンタジア,-,10995,0,Wii,-
2009-06-11,-,-,-,任天堂,ちびロボ！(Wiiであそぶセレクション),-,10590,0,Wii,-
2009-06-11,-,-,-,任天堂,メトロイドプライム2ダークエコーズ(Wiiであそぶセレクション),-,10591,0,Wii,-
2009-06-25,-,-,-,任天堂,Wiiスポーツリゾート,-,10593,327,Wii,-
2009-06-25,-,-,-,任天堂,Wiiスポーツリゾート(Wiiモーションプラス同梱版),-,10594,0,Wii,-
2009-06-25,-,-,-,エレクトロニック・アーツ,ぼくとシムのまちレーシング,-,10944,0,Wii,-
2009-07-02,-,-,-,エレクトロニック・アーツ,グランドスラムテニス(EASPORTS),-,10912,0,Wii,-
2009-07-16,-,-,-,アルファ・ユニット,バッティングレボリューション(日本野球機構承認),-,11101,0,Wii,-
2009-07-23,-,-,-,任天堂,パンチアウト！！,-,10595,0,Wii,-
2009-07-23,-,-,-,バンダイナムコ,ドラゴンボール天下一大冒険,-,10730,0,Wii,-
2009-07-30,-,-,-,コナミ,テレしばいWii(専用USBマイク同梱版),-,10834,0,Wii,-
2009-07-30,-,-,-,AQインタラクティブ,恐怖体感呪怨,-,11083,0,Wii,-
2009-08-01,40,-,ACT,カプコン,モンスターハンター3<トライ>,-,10868,108,Wii,-
2009-08-01,-,-,-,カプコン,モンスターハンター3<トライ>クラシックコントローラPRO<シロ>パック,-,10869,0,Wii,-
2009-08-01,-,-,-,カプコン,モンスターハンター3<トライ>クラシックコントローラPRO<クロ>パック,-,10870,0,Wii,-
2009-08-01,-,-,-,カプコン,モンスターハンター3<トライ>スペシャルパック,-,10871,0,Wii,-
2009-08-06,33,-,SLG,バンダイナムコ,SDガンダムGジェネレーションウォーズ,-,10707,0,Wii,-
2009-08-06,-,-,-,ハドソン,コロリンパ2アンソニーと金色ひまわりのタネ,-,10793,0,Wii,-
2009-08-06,-,-,-,コナミ,ポップンミュージック,-,10837,0,Wii,-
2009-08-06,-,-,-,エレクトロニック・アーツ,パーソナルトレーナーWii30日生活改善プログラムレジスタンスバンド・レッグストラップ同梱(EASPORTSアクティブ),-,10909,0,Wii,-
2009-08-13,-,-,-,スクウェア・エニックス,鋼の錬金術師暁の王子,-,10679,0,Wii,-
2009-08-27,-,-,-,イグニッション・エンターテイメント,たまらん,-,11125,0,Wii,-
2009-09-03,31,-,ACT,バンダイナムコ,たべモン,-,10723,0,Wii,-
2009-09-03,-,-,-,D3パブリッシャー,トップスピン3,-,10981,0,Wii,-
2009-09-03,35,-,RPG,マーベラス,王様物語,-,11005,0,Wii,-
2009-09-17,36,-,ADV,任天堂,フォーエバーブルー海の呼び声,-,10596,0,Wii,-
2009-09-17,-,-,-,セガ,ザ・ハウス・オブ・ザ・デッドオーバーキル,-,10662,0,Wii,-
2009-09-17,-,-,-,セガ,ザ・ハウス・オブ・ザ・デッドオーバーキル(Wiiザッパー同梱版),-,10663,0,Wii,-
2009-09-24,-,-,-,ハドソン,ボンバーマン(ハドソン・ザ・ベスト),-,10800,0,Wii,-
2009-10-01,-,-,-,任天堂,Wiiフィットプラス,-,10597,249,Wii,-
2009-10-01,-,-,-,任天堂,Wiiフィットプラス(バランスWiiボード<シロ>セット),-,10598,0,Wii,-
2009-10-01,-,-,-,エレクトロニック・アーツ,デッドスペースエクストラクション,-,10925,0,Wii,-
2009-10-01,-,-,-,エレクトロニック・アーツ,ぼくとシムのまちエージェント極悪社長から世界をすくえ大作戦！,-,10941,0,Wii,-
2009-10-08,-,-,-,マーベラス,ヴァルハラナイツエルダールサーガ,-,10998,0,Wii,-
2009-10-15,-,-,-,カプコン,大神,-,10885,0,Wii,-
2009-10-22,-,-,-,エレクトロニック・アーツ,FIFA10ワールドクラスサッカー,-,10915,0,Wii,-
2009-10-22,-,-,-,マイルストーン,HulaWii楽しくフラを踊ろう！！,-,11045,0,Wii,-
2009-10-22,-,-,-,ジョルダン,女番社長レナWii,-,11112,0,Wii,-
2009-10-29,31,-,ACT,任天堂,罪と罰宇宙の後継者,-,10600,0,Wii,-
2009-10-29,-,-,-,セガ,珍スポーツ,-,10664,0,Wii,-
2009-10-29,-,-,-,バンダイナムコ,スーパーロボット大戦NEO,-,10720,0,Wii,-
2009-11-05,31,-,SPT,任天堂,マリオ&ソニックATバンクーバーオリンピック,-,10601,0,Wii,-
2009-11-05,-,-,-,バンダイナムコ,ドラゴンボールZスパーキング！ネオウェルカムプライス,-,10702,0,Wii,-
2009-11-05,-,-,-,バンダイナムコ,ワンピースアンリミテッドアドベンチャーウェルカムプライス,-,10703,0,Wii,-
2009-11-05,-,-,-,ハドソン,めざせ！！釣りマスター(ハドソン・ザ・ベスト),-,10804,0,Wii,-
2009-11-05,-,-,-,ハドソン,めざせ！！釣りマスター世界にチャレンジ！編(ハドソン・ザ・ベスト),-,10806,0,Wii,-
2009-11-12,30,-,ACT,スクウェア・エニックス,ファイナルファンタジー・クリスタルクロニクルクリスタルベアラー,-,10681,0,Wii,-
2009-11-19,32,-,-,バンダイナムコ,太鼓の達人Wiiドドーンと2代目！,-,10768,0,Wii,-
2009-11-19,-,-,-,バンダイナムコ,太鼓の達人Wiiドドーンと2代目！専用コントローラ「太鼓とバチ」同梱版,-,10769,0,Wii,-
2009-11-19,-,-,-,ハドソン,コーリング黒き着信,-,10774,0,Wii,-
2009-11-19,-,-,-,ハドソン,メタルファイトベイブレードガチンコスタジアム(限定ベイブレード付き),-,10807,0,Wii,-
2009-11-19,-,-,-,コナミ,サバイバルキッズWii(コナミ・ザ・ベスト),-,10825,0,Wii,-
2009-11-19,-,-,-,コナミ,ファミリーチャレンジWii,-,10835,0,Wii,-
2009-11-19,-,-,-,コナミ,ファミリーチャレンジWii(専用マットコントローラ同梱版),-,10836,0,Wii,-
2009-11-26,-,-,-,セガ,ぷよぷよ7,-,10665,0,Wii,-
2009-11-26,-,-,-,ハドソン,カラオケJOYSOUNDWiiDX,-,10785,0,Wii,-
2009-11-26,-,-,-,ハドソン,カラオケJOYSOUNDWiiDX(専用USBマイク同梱版),-,10786,0,Wii,-
2009-11-26,33,-,TBL,ハドソン,桃太郎電鉄2010戦国・維新のヒーロー大集合！の巻,-,10811,0,Wii,-
2009-11-26,-,-,-,エレクトロニック・アーツ,シムアニマルアフリカ,-,10918,0,Wii,-
2009-11-26,-,-,-,タカラトミー,ナルト疾風伝龍刃記,-,10955,0,Wii,-
2009-11-26,-,-,-,ユービーアイソフト,ラビッツ・ゴー・ホーム,-,10975,0,Wii,-
2009-12-03,40,-,ACT,任天堂,NewスーパーマリオブラザーズWii,-,10602,462,Wii,-
2009-12-03,-,-,-,スクウェア・エニックス,ドラゴンクエストソード仮面の女王と鏡の塔アルティメットヒッツ,-,10673,0,Wii,-
2009-12-03,-,-,-,バンダイナムコ,仮面ライダークライマックスヒーローズダブル,-,10755,0,Wii,-
2009-12-03,-,-,-,カプコン,バイオハザード0(ベストプライス！),-,10862,0,Wii,-
2009-12-03,34,-,ACT,コーエー,戦国無双3,-,10898,28,Wii,-
2009-12-03,-,-,-,コーエー,戦国無双3特製クラシックコントローラPROセット,-,10899,0,Wii,-
2009-12-03,-,-,-,コーエー,戦国無双3トレジャーBOX,-,10900,0,Wii,-
2009-12-03,-,-,-,コーエー,戦国無双3withWii,-,10902,0,Wii,-
2009-12-03,-,-,-,スパイク,東京フレンドパーク2決定版みんなで挑戦！体感アトラクション,-,11057,0,Wii,-
2009-12-03,-,-,-,IEインスティテュート,アイソメトリック&カラテエクササイズWiiで骨盤Fitness,-,11060,0,Wii,-
2009-12-03,-,-,-,イーフロンティア,カールじいさんの空飛ぶ家,-,11109,0,Wii,-
2009-12-03,-,-,-,ドラス,匠レストランは大繁盛！,-,11114,0,Wii,-
2009-12-05,34,-,ACT,任天堂,ポケパークWiiピカチュウの大冒険,-,10603,33,Wii,-
2009-12-10,-,-,-,スクウェア・エニックス,鋼の錬金術師黄昏の少女,-,10680,0,Wii,-
2009-12-10,36,-,RPG,バンダイナムコ,テイルズ・オブ・グレイセス,-,10725,0,Wii,-
2009-12-10,-,-,-,バンダイナムコ,テイルズ・オブ・グレイセススペシャルパック,-,10726,0,Wii,-
2009-12-10,-,-,-,バンダイナムコ,ファミリートレーナー2,-,10743,0,Wii,-
2009-12-10,-,-,-,バンダイナムコ,ファミリートレーナー1&2(ファミリートレーナー専用マットコントローラ同梱版),-,10744,0,Wii,-
2009-12-10,35,-,SPT,コナミ,ウイニングイレブンプレーメーカー2010,-,10829,0,Wii,-
2009-12-10,-,-,-,コナミ,ウイニングイレブンプレーメーカー2010(クラシックコントローラPRO同梱版),-,10831,0,Wii,-
2009-12-10,-,-,-,タカラトミー,闘真伝,-,10960,0,Wii,-
2009-12-17,-,-,-,任天堂,NHK紅白クイズ合戦,-,10604,0,Wii,-
2009-12-17,-,-,-,バンダイナムコ,機動戦士ガンダムMS戦線0079GUNDAM30thANNIVERSARYCOLLECTION,-,10758,0,Wii,-
2009-12-17,-,-,-,エレクトロニック・アーツ,ニード・フォー・スピードナイトロ,-,10930,0,Wii,-
2009-12-17,-,-,-,コードマスターズ,F12009,-,11111,0,Wii,-
2010-01-14,-,-,-,カプコン,バイオハザードダークサイド・クロニクルズ,-,10858,0,Wii,-
2010-01-14,-,-,-,カプコン,バイオハザードダークサイド・クロニクルズコレクターズ・パッケージ,-,10860,0,Wii,-
2010-01-28,-,-,-,コナミ,ダンスダンスレボリューションミュージックフィット,-,10817,0,Wii,-
2010-01-28,-,-,-,コナミ,ダンスダンスレボリューションミュージックフィット(専用マットコントローラ同梱版),-,10818,0,Wii,-
2010-01-28,-,-,-,カプコン,タツノコVSカプコンアルティメットオール・スターズ,-,10849,0,Wii,-
2010-02-10,31,-,ACT,スパイク,マッドワールド,-,11052,0,Wii,-
2010-02-11,-,-,-,任天堂,斬撃のレギンレイヴ,-,10605,0,Wii,-
2010-02-25,32,-,ACT,セガ,スーパーモンキーボールアスレチック,-,10667,0,Wii,-
2010-02-25,-,-,-,バンダイナムコ,ワンピースアンリミテッドクルーズエピソード1波に揺れる秘宝(みんなのおすすめセレクション),-,10699,0,Wii,-
2010-02-25,-,-,-,バンダイナムコ,テイルズ・オブ・シンフォニアラタトスクの騎士(みんなのおすすめセレクション),-,10729,0,Wii,-
2010-02-25,-,-,-,バンダイナムコ,ドラゴンボールZスパーキング！メテオ(みんなのおすすめセレクション),-,10732,0,Wii,-
2010-02-25,-,-,-,バンダイナムコ,ファミリースキーワールドスキー&スノーボード(みんなのおすすめセレクション),-,10740,0,Wii,-
2010-02-25,-,-,-,バンダイナムコ,大怪獣バトルウルトラコロシアムDXウルトラ戦士大集結,-,10761,0,Wii,-
2010-02-25,-,-,SPT,ハドソン,デカスポルタWiiでスポーツ10種目！(ハドソン・ザ・ベスト),-,10776,0,Wii,-
2010-02-25,-,-,-,コナミ,GTIClubワールドシティレース,-,10822,0,Wii,-
2010-02-25,-,-,-,マーベラス,アークライズファンタジア(みんなのおすすめセレクション),-,10996,0,Wii,-
2010-02-25,-,-,-,マーベラス,朧村正(みんなのおすすめセレクション),-,11013,0,Wii,-
2010-02-25,-,-,-,マイルストーン,ラジルギノアWii,-,11050,0,Wii,-
2010-03-11,-,-,-,バンダイナムコ,太鼓の達人Wii,-,10766,0,Wii,-
2010-03-18,-,-,-,スクウェア・エニックス,おやこであそぼミッフィーのおもちゃばこ,-,10682,0,Wii,-
2010-03-25,-,-,-,コナミ,サイレントヒルシャッタードメモリーズ,-,10823,0,Wii,-
2010-04-01,-,-,-,エレクトロニック・アーツ,パーソナルトレーナーWii6週間集中ひきしめプログラム(EASPORTSアクティブ),-,10910,0,Wii,-
2010-04-01,-,-,-,エレクトロニック・アーツ,パーソナルトレーナーWii6週間集中ひきしめプログラムレジスタンスバンド・レッグストラップ同梱(EASPORTSアクティブ),-,10911,0,Wii,-
2010-04-01,-,-,-,エレクトロニック・アーツ,スポアキミがつくるヒーロー,-,10921,0,Wii,-
2010-04-02,31,-,SLG,コーエー,ウイニングポストワールド2010,-,10889,0,Wii,-
2010-04-22,-,-,-,バンダイナムコ,ワンピースアンリミテッドクルーズエピソード2目覚める勇者(みんなのおすすめセレクション),-,10701,0,Wii,-
2010-04-22,31,-,ACT,バンダイナムコ,アイビィ・ザ・キウィ？,-,10706,0,Wii,-
2010-04-22,-,-,-,ハドソン,桃太郎電鉄16北海道大移動の巻！(みんなのおすすめセレクション),-,10810,0,Wii,-
2010-04-28,-,-,-,アークシステムワークス,バスフィッシングWiiワールドトーナメント,-,11027,0,Wii,-
2010-04-29,-,-,-,任天堂,安藤ケンサク,-,10606,0,Wii,-
2010-04-29,-,-,-,ハドソン,ルームズ不思議な動く部屋,-,10780,0,Wii,-
2010-05-13,32,-,SPT,エレクトロニック・アーツ,2010FIFAワールドカップ南アフリカ大会(EASPORTS),-,10908,0,Wii,-
2010-05-20,34,-,SPT,コナミ,ウイニングイレブンプレーメーカー2010蒼き侍の挑戦,-,10830,0,Wii,-
2010-05-27,37,-,ACT,任天堂,スーパーマリオギャラクシー2,-,10607,107,Wii,-
2010-05-27,31,-,ACT,ユービーアイソフト,レッドスティール2,-,10973,0,Wii,-
2010-05-27,-,-,-,ユービーアイソフト,レッドスティール2(Wiiモーションプラス同梱版),-,10974,0,Wii,-
2010-06-10,36,-,RPG,任天堂,ゼノブレイド,-,10608,0,Wii,-
2010-06-10,-,-,-,ハドソン,カラオケJOYSOUNDWiiデュエット曲編(専用USBマイク2本同梱版),-,10789,0,Wii,-
2010-06-10,-,-,-,ハドソン,カラオケJOYSOUNDWii演歌・歌謡曲編(専用USBマイク同梱版),-,10790,0,Wii,-
2010-06-17,-,-,-,THQジャパン,化石モンスタースペクトロブス,-,11043,0,Wii,-
2010-06-17,33,-,ACT,アトラス,ホスピタル6人の医師,-,11084,0,Wii,-
2010-06-24,30,-,-,バンダイナムコ,SDガンダムガシャポンウォーズ,-,10708,0,Wii,-
2010-06-24,-,-,-,バンダイナムコ,SDガンダムガシャポンウォーズ(クラシックコントローラPRO<クロ>パック),-,10709,0,Wii,-
2010-07-08,-,-,-,任天堂,Wiiパーティ,-,10609,241,Wii,-
2010-07-08,-,-,-,任天堂,Wiiパーティ(Wiiリモコン<シロ>セット),-,10610,0,Wii,-
2010-07-08,-,-,-,任天堂,Wiiパーティ(Wiiリモコン<ピンク>セット),-,10611,0,Wii,-
2010-07-08,-,-,SPT,ハドソン,デカスポルタ2Wiiでスポーツ10種目！(ハドソン・ザ・ベスト),-,10778,0,Wii,-
2010-07-15,35,-,TBL,スクウェア・エニックス,ドラゴンクエストモンスターバトルロードビクトリー,-,10683,34,Wii,-
2010-07-15,30,-,-,バンダイナムコ,ウィーチアダンシングスピリッツ！,-,10713,0,Wii,-
2010-07-22,31,-,ACT,ハドソン,影の塔,-,10808,0,Wii,-
2010-07-29,33,-,ACT,カプコン,戦国BASARA3,-,10877,0,Wii,-
2010-07-29,-,-,-,カプコン,戦国BASARA3クラシックコントローラPRO<シロ>パック,-,10879,0,Wii,-
2010-07-29,-,-,-,カプコン,戦国BASARA3クラシックコントローラPRO<クロ>パック,-,10880,0,Wii,-
2010-08-05,-,-,-,ハドソン,テトリスパーティープレミアム,-,10795,0,Wii,-
2010-08-26,-,-,-,マイルストーン,トウィンクルクイーン,-,11047,0,Wii,-
2010-09-02,35,-,ACT,任天堂,メトロイドアザーエム,-,10612,0,Wii,-
2010-09-09,-,-,-,カプコン,バイオハザードアンブレラ・クロニクルズ(ベストプライス！),-,10864,0,Wii,-
2010-09-09,-,-,-,カプコン,バイオハザード4Wiiエディション(ベストプライス！),-,10866,0,Wii,-
2010-09-16,-,-,SPT,ハドソン,デカスポルタ3Wiiでスポーツ10種目！,-,10779,0,Wii,-
2010-10-14,36,-,ACT,任天堂,毛糸のカービィ,-,10613,48,Wii,-
2010-10-21,-,-,-,任天堂,スーパーマリオコレクション,-,10614,0,Wii,-
2010-10-21,-,-,-,任天堂,スーパーマリオコレクションスペシャルパック,-,10615,0,Wii,-
2010-10-21,-,-,-,バンダイナムコ,みんなで冒険！ファミリートレーナー,-,10741,0,Wii,-
2010-10-21,-,-,-,バンダイナムコ,みんなで冒険！ファミリートレーナー(ファミリートレーナー専用マットコントローラ同梱版),-,10751,0,Wii,-
2010-10-21,34,-,ACT,マーベラス,ノーモア★ヒーローズ2デスパレート・ストラグル,-,10993,0,Wii,-
2010-10-21,-,-,-,マーベラス,ノーモア★ヒーローズ2デスパレート・ストラグルホッパーズエディション,-,10994,0,Wii,-
2010-11-11,-,-,-,セガ,ぷよぷよ7スペシャルプライス,-,10666,0,Wii,-
2010-11-11,-,-,-,ハドソン,パーティーゲームボックス100,-,10798,0,Wii,-
2010-11-11,-,-,-,タカラトミー,人生ゲームハッピーファミリー,-,10963,0,Wii,-
2010-11-18,30,-,ACT,任天堂,たたいて弾むスーパースマッシュボール・プラス,-,10616,106,Wii,-
2010-11-18,-,-,-,任天堂,たたいて弾むスーパースマッシュボール・プラス(Wiiリモコンプラス<ピンク>同梱版),-,10617,0,Wii,-
2010-11-18,34,-,ACT,セガ,ソニックカラーズ,-,10668,0,Wii,-
2010-11-18,33,-,SPT,コナミ,ウイニングイレブンプレーメーカー2011,-,10832,0,Wii,-
2010-11-18,-,-,-,コーエーテクモ,信長の野望革新withパワーアップキット(コーエーテクモ・ザ・ベスト),-,10897,0,Wii,-
2010-11-25,30,-,SPT,任天堂,マリオスポーツミックス,-,10618,65,Wii,-
2010-11-25,31,-,ACT,アガツマ・エンタテインメント,アンパンマンにこにこパーティ,-,11124,0,Wii,-
2010-12-02,-,-,-,バンダイナムコ,仮面ライダークライマックスヒーローズオーズ,-,10753,0,Wii,-
2010-12-02,32,-,-,バンダイナムコ,太鼓の達人Wiiみんなでパーティ☆3代目！,-,10770,27,Wii,-
2010-12-02,-,-,-,バンダイナムコ,太鼓の達人Wiiみんなでパーティ☆3代目！専用コントローラ「太鼓とバチ」同梱版,-,10771,0,Wii,-
2010-12-02,-,-,-,タカラトミー,ナルト疾風伝激闘忍者大戦！スペシャル,-,10954,0,Wii,-
2010-12-02,31,-,ETC,オフィスクリエイト,ベビーシッターママ,-,11110,0,Wii,-
2010-12-09,32,-,ACT,任天堂,ドンキーコングリターンズ,-,10619,95,Wii,-
2010-12-09,-,-,-,バンダイナムコ,フィットネスパーティ,-,10747,0,Wii,-
2010-12-09,-,-,-,ハドソン,カラオケJOYSOUNDWiiSUPERDXひとりでみんなで歌い放題！,-,10787,0,Wii,-
2010-12-09,-,-,-,ハドソン,カラオケJOYSOUNDWiiSUPERDXひとりでみんなで歌い放題！(専用USBマイク同梱版),-,10788,0,Wii,-
2010-12-09,-,-,-,エレクトロニック・アーツ,ニード・フォー・スピードホット・パースート,-,10934,0,Wii,-
2010-12-16,-,-,-,バンダイナムコ,パックマンパーティ,-,10734,0,Wii,-
2010-12-16,-,-,-,エレクトロニック・アーツ,ブームブロックス(EABESTHITS),-,10939,0,Wii,-
2010-12-16,-,-,-,エレクトロニック・アーツ,モノポリー(EABESTHITS),-,10949,0,Wii,-
2010-12-16,-,-,-,ロケットカンパニー,シェイプボクシング2(Wiiでエンジョイダイエット！),-,11078,0,Wii,-
2010-12-22,-,-,-,エレクトロニック・アーツ,タイガー・ウッズPGATOUR09ALL-PLAY(EABESTHITS),-,10923,0,Wii,-
2010-12-22,-,-,-,エレクトロニック・アーツ,ニード・フォー・スピードナイトロ(EABESTHITS),-,10931,0,Wii,-
2010-12-23,-,-,-,IEインスティテュート,モムチャンダイエットWiiフィギュアロビクスbyチョン・ダヨン,-,11061,70,Wii,-
2010-12-30,-,-,-,マイルストーン,マイルストーンシューティングコレクション2,-,11049,0,Wii,-
2011-01-20,-,-,-,ハドソン,桃太郎電鉄2010戦国・維新のヒーロー大集合！の巻(みんなのおすすめセレクション),-,10812,27,Wii,-
2011-01-20,-,-,-,コーエーテクモ,戦国無双3(みんなのおすすめセレクション),-,10901,0,Wii,-
2011-01-27,38,-,RPG,任天堂,ラストストーリー,-,10620,0,Wii,-
2011-01-27,-,-,-,任天堂,ラストストーリースペシャルパック(Wii本体同梱版),-,10621,0,Wii,-
2011-01-27,-,-,-,ユービーアイソフト,ラビッツ・パーティータイムトラベル,-,10978,0,Wii,-
2011-02-10,31,-,ACT,コーエーテクモ,戦国無双3猛将伝,-,10907,0,Wii,-
2011-02-24,34,-,SLG,バンダイナムコ,SDガンダムジージェネレーションワールド,-,10710,0,Wii,-
2011-02-24,-,-,-,バンダイナムコ,SDガンダムジージェネレーションワールドコレクターズパック,-,10711,0,Wii,-
2011-02-24,31,-,ACT,マーベラス,ルーンファクトリーオーシャンズ,-,11001,0,Wii,-
2011-03-24,-,-,-,バンダイナムコ,テイルズ・オブ・グレイセス(みんなのおすすめセレクション),-,10727,0,Wii,-
2011-03-24,-,-,-,マーベラス,イケニエノヨル,-,10997,0,Wii,-
2011-03-24,-,-,-,マーベラス,ルーンファクトリーフロンティア(みんなのおすすめセレクション),-,11004,0,Wii,-
2011-04-21,-,-,-,コナミ,遊戯王ファイブディーズデュエルトランサー(デュエルスキャナー同梱),-,10841,0,Wii,-
2011-04-21,-,-,-,カプコン,バイオハザードダークサイド・クロニクルズ(ベストプライス！),-,10859,0,Wii,-
2011-04-21,-,-,-,ロケットカンパニー,ビリーズブートキャンプ(Wiiでエンジョイダイエット！),-,11079,0,Wii,-
2011-05-26,31,-,ACT,任天堂,パンドラの塔君のもとへ帰るまで,-,10622,0,Wii,-
2011-06-02,-,-,-,カプコン,戦国BASARA3(ベストプライス！),-,10878,0,Wii,-
2011-06-02,-,-,-,カプコン,戦国BASARA3クラシックコントローラPRO<シロ>パック(ベストプライス！),-,10881,0,Wii,-
2011-06-02,-,-,-,カプコン,戦国BASARA3クラシックコントローラPRO<クロ>パック(ベストプライス！),-,10882,0,Wii,-
2011-06-23,-,-,-,角川ゲームス,アースシーカー,-,11119,0,Wii,-
2011-06-30,34,-,FPS,任天堂,ゴールデンアイ007,-,10556,0,Wii,-
2011-06-30,-,-,-,カプコン,バイオハザード(ベストプライス！),-,10854,0,Wii,-
