年月,未使用2,未使用3,店舗タイプ,都道府県,未使用1,未使用4,ジョブカテゴリ,カウント
2022-10-01,-,-,小型,静岡県,-,-,,133
2022-10-01,-,-,小型,愛知県,-,-,,151
2022-10-01,-,-,小型,三重県,-,-,,24
2022-10-01,-,-,小型,滋賀県,-,-,,22
2022-10-01,-,-,小型,京都府,-,-,,90
2022-10-01,-,-,小型,大阪府,-,-,,306
2022-10-01,-,-,小型,兵庫県,-,-,,162
2022-10-01,-,-,小型,奈良県,-,-,,45
2022-10-01,-,-,小型,和歌山県,-,-,,33
2022-10-01,-,-,小型,鳥取県,-,-,,17
2022-10-01,-,-,小型,島根県,-,-,,35
2022-10-01,-,-,小型,岡山県,-,-,,76
2022-10-01,-,-,小型,広島県,-,-,,67
2022-10-01,-,-,小型,山口県,-,-,,24
2022-10-01,-,-,小型,徳島県,-,-,,33
2022-10-01,-,-,小型,香川県,-,-,,8
2022-10-01,-,-,小型,愛媛県,-,-,,32
2022-10-01,-,-,小型,高知県,-,-,,50
2022-10-01,-,-,小型,福岡県,-,-,,153
2022-10-01,-,-,小型,佐賀県,-,-,,18
2022-10-01,-,-,小型,長崎県,-,-,,59
2022-10-01,-,-,小型,熊本県,-,-,,106
2022-10-01,-,-,小型,大分県,-,-,,44
2022-10-01,-,-,小型,宮崎県,-,-,,30
2022-10-01,-,-,小型,鹿児島県,-,-,,78
2022-10-01,-,-,小型,沖縄県,-,-,,11
2022-11-01,-,-,小型,北海道,-,-,,249
2022-11-01,-,-,小型,青森県,-,-,,19
2022-11-01,-,-,小型,岩手県,-,-,,49
2022-11-01,-,-,小型,宮城県,-,-,,52
2022-11-01,-,-,小型,秋田県,-,-,,12
2022-11-01,-,-,小型,山形県,-,-,,30
2022-11-01,-,-,小型,福島県,-,-,,95
2022-11-01,-,-,小型,茨城県,-,-,,72
2022-11-01,-,-,小型,栃木県,-,-,,34
2022-11-01,-,-,小型,群馬県,-,-,,29
2022-11-01,-,-,小型,埼玉県,-,-,,292
2022-11-01,-,-,小型,千葉県,-,-,,264
2022-11-01,-,-,小型,東京都,-,-,,1443
2022-11-01,-,-,小型,神奈川県,-,-,,526
2022-11-01,-,-,小型,新潟県,-,-,,76
2022-11-01,-,-,小型,山梨県,-,-,,16
2022-11-01,-,-,小型,長野県,-,-,,34
2022-11-01,-,-,小型,富山県,-,-,,27
2022-11-01,-,-,小型,石川県,-,-,,50
2022-11-01,-,-,小型,福井県,-,-,,15
2022-11-01,-,-,小型,岐阜県,-,-,,43
2022-11-01,-,-,小型,静岡県,-,-,,135
2022-11-01,-,-,小型,愛知県,-,-,,153
2022-11-01,-,-,小型,三重県,-,-,,24
2022-11-01,-,-,小型,滋賀県,-,-,,21
2022-11-01,-,-,小型,京都府,-,-,,92
2022-11-01,-,-,小型,大阪府,-,-,,308
2022-11-01,-,-,小型,兵庫県,-,-,,163
2022-11-01,-,-,小型,奈良県,-,-,,45
2022-11-01,-,-,小型,和歌山県,-,-,,33
2022-11-01,-,-,小型,鳥取県,-,-,,18
2022-11-01,-,-,小型,島根県,-,-,,35
2022-11-01,-,-,小型,岡山県,-,-,,76
2022-11-01,-,-,小型,広島県,-,-,,68
2022-11-01,-,-,小型,山口県,-,-,,24
2022-11-01,-,-,小型,徳島県,-,-,,33
2022-11-01,-,-,小型,香川県,-,-,,8
2022-11-01,-,-,小型,愛媛県,-,-,,32
2022-11-01,-,-,小型,高知県,-,-,,50
2022-11-01,-,-,小型,福岡県,-,-,,155
2022-11-01,-,-,小型,佐賀県,-,-,,18
2022-11-01,-,-,小型,長崎県,-,-,,60
2022-11-01,-,-,小型,熊本県,-,-,,104
2022-11-01,-,-,小型,大分県,-,-,,44
2022-11-01,-,-,小型,宮崎県,-,-,,30
2022-11-01,-,-,小型,鹿児島県,-,-,,78
2022-11-01,-,-,小型,沖縄県,-,-,,13
2022-12-01,-,-,小型,北海道,-,-,,252
2022-12-01,-,-,小型,青森県,-,-,,19
2022-12-01,-,-,小型,岩手県,-,-,,49
2022-12-01,-,-,小型,宮城県,-,-,,52
2022-12-01,-,-,小型,秋田県,-,-,,12
2022-12-01,-,-,小型,山形県,-,-,,30
2022-12-01,-,-,小型,福島県,-,-,,97
2022-12-01,-,-,小型,茨城県,-,-,,72
2022-12-01,-,-,小型,栃木県,-,-,,34
2022-12-01,-,-,小型,群馬県,-,-,,29
2022-12-01,-,-,小型,埼玉県,-,-,,291
2022-12-01,-,-,小型,千葉県,-,-,,262
2022-12-01,-,-,小型,東京都,-,-,,1449
2022-12-01,-,-,小型,神奈川県,-,-,,530
2022-12-01,-,-,小型,新潟県,-,-,,75
2022-12-01,-,-,小型,山梨県,-,-,,16
2022-12-01,-,-,小型,長野県,-,-,,34
2022-12-01,-,-,小型,富山県,-,-,,27
2022-12-01,-,-,小型,石川県,-,-,,50
2022-12-01,-,-,小型,福井県,-,-,,15
2022-12-01,-,-,小型,岐阜県,-,-,,43
2022-12-01,-,-,小型,静岡県,-,-,,133
2022-12-01,-,-,小型,愛知県,-,-,,155
2022-12-01,-,-,小型,三重県,-,-,,24
2022-12-01,-,-,小型,滋賀県,-,-,,21
2022-12-01,-,-,小型,京都府,-,-,,92
2022-12-01,-,-,小型,大阪府,-,-,,310
2022-12-01,-,-,小型,兵庫県,-,-,,162
2022-12-01,-,-,小型,奈良県,-,-,,45
2022-12-01,-,-,小型,和歌山県,-,-,,34
2022-12-01,-,-,小型,鳥取県,-,-,,18
2022-12-01,-,-,小型,島根県,-,-,,35
2022-12-01,-,-,小型,岡山県,-,-,,76
2022-12-01,-,-,小型,広島県,-,-,,68
2022-12-01,-,-,小型,山口県,-,-,,24
2022-12-01,-,-,小型,徳島県,-,-,,33
2022-12-01,-,-,小型,香川県,-,-,,8
2022-12-01,-,-,小型,愛媛県,-,-,,29
2022-12-01,-,-,小型,高知県,-,-,,50
2022-12-01,-,-,小型,福岡県,-,-,,155
2022-12-01,-,-,小型,佐賀県,-,-,,18
2022-12-01,-,-,小型,長崎県,-,-,,60
2022-12-01,-,-,小型,熊本県,-,-,,104
2022-12-01,-,-,小型,大分県,-,-,,44
2022-12-01,-,-,小型,宮崎県,-,-,,30
2022-12-01,-,-,小型,鹿児島県,-,-,,78
2022-12-01,-,-,小型,沖縄県,-,-,,13
2023-01-01,-,-,小型,北海道,-,-,,252
2023-01-01,-,-,小型,青森県,-,-,,19
2023-01-01,-,-,小型,岩手県,-,-,,49
2023-01-01,-,-,小型,宮城県,-,-,,53
2023-01-01,-,-,小型,秋田県,-,-,,12
2023-01-01,-,-,小型,山形県,-,-,,30
2023-01-01,-,-,小型,福島県,-,-,,97
2023-01-01,-,-,小型,茨城県,-,-,,72
2023-01-01,-,-,小型,栃木県,-,-,,34
2023-01-01,-,-,小型,群馬県,-,-,,29
2023-01-01,-,-,小型,埼玉県,-,-,,290
2023-01-01,-,-,小型,千葉県,-,-,,260
2023-01-01,-,-,小型,東京都,-,-,,1450
2023-01-01,-,-,小型,神奈川県,-,-,,529
2023-01-01,-,-,小型,新潟県,-,-,,75
2023-01-01,-,-,小型,山梨県,-,-,,16
2023-01-01,-,-,小型,長野県,-,-,,34
2023-01-01,-,-,小型,富山県,-,-,,27
2023-01-01,-,-,小型,石川県,-,-,,50
2023-01-01,-,-,小型,福井県,-,-,,15
2023-01-01,-,-,小型,岐阜県,-,-,,43
2023-01-01,-,-,小型,静岡県,-,-,,133
2023-01-01,-,-,小型,愛知県,-,-,,155
2023-01-01,-,-,小型,三重県,-,-,,24
2023-01-01,-,-,小型,滋賀県,-,-,,21
2023-01-01,-,-,小型,京都府,-,-,,93
2023-01-01,-,-,小型,大阪府,-,-,,309
2023-01-01,-,-,小型,兵庫県,-,-,,161
2023-01-01,-,-,小型,奈良県,-,-,,46
2023-01-01,-,-,小型,和歌山県,-,-,,34
2023-01-01,-,-,小型,鳥取県,-,-,,18
2023-01-01,-,-,小型,島根県,-,-,,35
2023-01-01,-,-,小型,岡山県,-,-,,75
2023-01-01,-,-,小型,広島県,-,-,,68
2023-01-01,-,-,小型,山口県,-,-,,24
2023-01-01,-,-,小型,徳島県,-,-,,33
2023-01-01,-,-,小型,香川県,-,-,,8
2023-01-01,-,-,小型,愛媛県,-,-,,28
2023-01-01,-,-,小型,高知県,-,-,,50
2023-01-01,-,-,小型,福岡県,-,-,,154
2023-01-01,-,-,小型,佐賀県,-,-,,18
2023-01-01,-,-,小型,長崎県,-,-,,60
2023-01-01,-,-,小型,熊本県,-,-,,104
2023-01-01,-,-,小型,大分県,-,-,,44
2023-01-01,-,-,小型,宮崎県,-,-,,29
2023-01-01,-,-,小型,鹿児島県,-,-,,78
2023-01-01,-,-,小型,沖縄県,-,-,,13
2023-02-01,-,-,小型,北海道,-,-,,251
2023-02-01,-,-,小型,青森県,-,-,,19
2023-02-01,-,-,小型,岩手県,-,-,,49
2023-02-01,-,-,小型,宮城県,-,-,,53
2023-02-01,-,-,小型,秋田県,-,-,,12
2023-02-01,-,-,小型,山形県,-,-,,30
2023-02-01,-,-,小型,福島県,-,-,,97
2023-02-01,-,-,小型,茨城県,-,-,,73
2023-02-01,-,-,小型,栃木県,-,-,,34
2023-02-01,-,-,小型,群馬県,-,-,,29
2023-02-01,-,-,小型,埼玉県,-,-,,292
2023-02-01,-,-,小型,千葉県,-,-,,258
2023-02-01,-,-,小型,東京都,-,-,,1449
2023-02-01,-,-,小型,神奈川県,-,-,,530
2023-02-01,-,-,小型,新潟県,-,-,,75
2023-02-01,-,-,小型,山梨県,-,-,,16
2023-02-01,-,-,小型,長野県,-,-,,34
2023-02-01,-,-,小型,富山県,-,-,,27
2023-02-01,-,-,小型,石川県,-,-,,50
2023-02-01,-,-,小型,福井県,-,-,,15
2023-02-01,-,-,小型,岐阜県,-,-,,44
2023-02-01,-,-,小型,静岡県,-,-,,132
2023-02-01,-,-,小型,愛知県,-,-,,155
2023-02-01,-,-,小型,三重県,-,-,,25
2023-02-01,-,-,小型,滋賀県,-,-,,21
2023-02-01,-,-,小型,京都府,-,-,,92
2023-02-01,-,-,小型,大阪府,-,-,,309
2023-02-01,-,-,小型,兵庫県,-,-,,161
2023-02-01,-,-,小型,奈良県,-,-,,46
2023-02-01,-,-,小型,和歌山県,-,-,,34
2023-02-01,-,-,小型,鳥取県,-,-,,17
2023-02-01,-,-,小型,島根県,-,-,,35
2023-02-01,-,-,小型,岡山県,-,-,,75
2023-02-01,-,-,小型,広島県,-,-,,67
2023-02-01,-,-,小型,山口県,-,-,,24
2023-02-01,-,-,小型,徳島県,-,-,,33
2023-02-01,-,-,小型,香川県,-,-,,8
2023-02-01,-,-,小型,愛媛県,-,-,,28
2023-02-01,-,-,小型,高知県,-,-,,50
2023-02-01,-,-,小型,福岡県,-,-,,154
2023-02-01,-,-,小型,佐賀県,-,-,,18
2023-02-01,-,-,小型,長崎県,-,-,,60
2023-02-01,-,-,小型,熊本県,-,-,,104
2023-02-01,-,-,小型,大分県,-,-,,44
2023-02-01,-,-,小型,宮崎県,-,-,,29
2023-02-01,-,-,小型,鹿児島県,-,-,,78
2023-02-01,-,-,小型,沖縄県,-,-,,13
2023-03-01,-,-,小型,北海道,-,-,,252
2023-03-01,-,-,小型,青森県,-,-,,19
2023-03-01,-,-,小型,岩手県,-,-,,49
2023-03-01,-,-,小型,宮城県,-,-,,55
2023-03-01,-,-,小型,秋田県,-,-,,12
2023-03-01,-,-,小型,山形県,-,-,,30
2023-03-01,-,-,小型,福島県,-,-,,93
2023-03-01,-,-,小型,茨城県,-,-,,73
2023-03-01,-,-,小型,栃木県,-,-,,34
2023-03-01,-,-,小型,群馬県,-,-,,29
2023-03-01,-,-,小型,埼玉県,-,-,,292
2023-03-01,-,-,小型,千葉県,-,-,,262
2023-03-01,-,-,小型,東京都,-,-,,1459
2023-03-01,-,-,小型,神奈川県,-,-,,531
2023-03-01,-,-,小型,新潟県,-,-,,74
2023-03-01,-,-,小型,山梨県,-,-,,16
2023-03-01,-,-,小型,長野県,-,-,,34
2023-03-01,-,-,小型,富山県,-,-,,27
2023-03-01,-,-,小型,石川県,-,-,,50
2023-03-01,-,-,小型,福井県,-,-,,16
2023-03-01,-,-,小型,岐阜県,-,-,,44
2023-03-01,-,-,小型,静岡県,-,-,,131
2023-03-01,-,-,小型,愛知県,-,-,,155
2023-03-01,-,-,小型,三重県,-,-,,24
2023-03-01,-,-,小型,滋賀県,-,-,,21
2023-03-01,-,-,小型,京都府,-,-,,92
2023-03-01,-,-,小型,大阪府,-,-,,309
2023-03-01,-,-,小型,兵庫県,-,-,,160
2023-03-01,-,-,小型,奈良県,-,-,,46
2023-03-01,-,-,小型,和歌山県,-,-,,34
2023-03-01,-,-,小型,鳥取県,-,-,,17
2023-03-01,-,-,小型,島根県,-,-,,35
2023-03-01,-,-,小型,岡山県,-,-,,76
2023-03-01,-,-,小型,広島県,-,-,,67
2023-03-01,-,-,小型,山口県,-,-,,24
2023-03-01,-,-,小型,徳島県,-,-,,33
2023-03-01,-,-,小型,香川県,-,-,,8
2023-03-01,-,-,小型,愛媛県,-,-,,27
2023-03-01,-,-,小型,高知県,-,-,,50
2023-03-01,-,-,小型,福岡県,-,-,,155
2023-03-01,-,-,小型,佐賀県,-,-,,18
2023-03-01,-,-,小型,長崎県,-,-,,62
2023-03-01,-,-,小型,熊本県,-,-,,102
2023-03-01,-,-,小型,大分県,-,-,,44
2023-03-01,-,-,小型,宮崎県,-,-,,30
2023-03-01,-,-,小型,鹿児島県,-,-,,78
2023-03-01,-,-,小型,沖縄県,-,-,,13
2023-04-01,-,-,小型,北海道,-,-,,253
2023-04-01,-,-,小型,青森県,-,-,,20
2023-04-01,-,-,小型,岩手県,-,-,,46
2023-04-01,-,-,小型,宮城県,-,-,,53
2023-04-01,-,-,小型,秋田県,-,-,,12
2023-04-01,-,-,小型,山形県,-,-,,30
2023-04-01,-,-,小型,福島県,-,-,,93
2023-04-01,-,-,小型,茨城県,-,-,,74
2023-04-01,-,-,小型,栃木県,-,-,,34
2023-04-01,-,-,小型,群馬県,-,-,,31
2023-04-01,-,-,小型,埼玉県,-,-,,292
2023-04-01,-,-,小型,千葉県,-,-,,264
2023-04-01,-,-,小型,東京都,-,-,,1462
2023-04-01,-,-,小型,神奈川県,-,-,,531
2023-04-01,-,-,小型,新潟県,-,-,,74
2023-04-01,-,-,小型,山梨県,-,-,,16
2023-04-01,-,-,小型,長野県,-,-,,34
2023-04-01,-,-,小型,富山県,-,-,,27
2023-04-01,-,-,小型,石川県,-,-,,51
2023-04-01,-,-,小型,福井県,-,-,,16
2023-04-01,-,-,小型,岐阜県,-,-,,44
2023-04-01,-,-,小型,静岡県,-,-,,133
2023-04-01,-,-,小型,愛知県,-,-,,155
2023-04-01,-,-,小型,三重県,-,-,,24
2023-04-01,-,-,小型,滋賀県,-,-,,21
2023-04-01,-,-,小型,京都府,-,-,,92
2023-04-01,-,-,小型,大阪府,-,-,,308
2023-04-01,-,-,小型,兵庫県,-,-,,159
2023-04-01,-,-,小型,奈良県,-,-,,46
2023-04-01,-,-,小型,和歌山県,-,-,,34
2023-04-01,-,-,小型,鳥取県,-,-,,17
2023-04-01,-,-,小型,島根県,-,-,,35
2023-04-01,-,-,小型,岡山県,-,-,,77
2023-04-01,-,-,小型,広島県,-,-,,68
2023-04-01,-,-,小型,山口県,-,-,,24
2023-04-01,-,-,小型,徳島県,-,-,,33
2023-04-01,-,-,小型,香川県,-,-,,8
2023-04-01,-,-,小型,愛媛県,-,-,,27
2023-04-01,-,-,小型,高知県,-,-,,48
2023-04-01,-,-,小型,福岡県,-,-,,156
2023-04-01,-,-,小型,佐賀県,-,-,,24
2023-04-01,-,-,小型,長崎県,-,-,,62
2023-04-01,-,-,小型,熊本県,-,-,,101
2023-04-01,-,-,小型,大分県,-,-,,44
2023-04-01,-,-,小型,宮崎県,-,-,,30
2023-04-01,-,-,小型,鹿児島県,-,-,,79
2023-04-01,-,-,小型,沖縄県,-,-,,13
2023-05-01,-,-,小型,北海道,-,-,,252
2023-05-01,-,-,小型,青森県,-,-,,20
2023-05-01,-,-,小型,岩手県,-,-,,46
2023-05-01,-,-,小型,宮城県,-,-,,53
2023-05-01,-,-,小型,秋田県,-,-,,12
2023-05-01,-,-,小型,山形県,-,-,,30
2023-05-01,-,-,小型,福島県,-,-,,93
2023-05-01,-,-,小型,茨城県,-,-,,74
2023-05-01,-,-,小型,栃木県,-,-,,34
2023-05-01,-,-,小型,群馬県,-,-,,31
2023-05-01,-,-,小型,埼玉県,-,-,,294
2023-05-01,-,-,小型,千葉県,-,-,,263
2023-05-01,-,-,小型,東京都,-,-,,1467
2023-05-01,-,-,小型,神奈川県,-,-,,534
2023-05-01,-,-,小型,新潟県,-,-,,74
2023-05-01,-,-,小型,山梨県,-,-,,16
2023-05-01,-,-,小型,長野県,-,-,,34
2023-05-01,-,-,小型,富山県,-,-,,27
2023-05-01,-,-,小型,石川県,-,-,,51
2023-05-01,-,-,小型,福井県,-,-,,16
2023-05-01,-,-,小型,岐阜県,-,-,,44
2023-05-01,-,-,小型,静岡県,-,-,,133
2023-05-01,-,-,小型,愛知県,-,-,,155
2023-05-01,-,-,小型,三重県,-,-,,24
2023-05-01,-,-,小型,滋賀県,-,-,,21
2023-05-01,-,-,小型,京都府,-,-,,92
2023-05-01,-,-,小型,大阪府,-,-,,309
2023-05-01,-,-,小型,兵庫県,-,-,,158
2023-05-01,-,-,小型,奈良県,-,-,,46
2023-05-01,-,-,小型,和歌山県,-,-,,34
2023-05-01,-,-,小型,鳥取県,-,-,,17
2023-05-01,-,-,小型,島根県,-,-,,35
2023-05-01,-,-,小型,岡山県,-,-,,77
2023-05-01,-,-,小型,広島県,-,-,,68
2023-05-01,-,-,小型,山口県,-,-,,24
2023-05-01,-,-,小型,徳島県,-,-,,33
2023-05-01,-,-,小型,香川県,-,-,,8
2023-05-01,-,-,小型,愛媛県,-,-,,27
2023-05-01,-,-,小型,高知県,-,-,,48
2023-05-01,-,-,小型,福岡県,-,-,,155
2023-05-01,-,-,小型,佐賀県,-,-,,24
2023-05-01,-,-,小型,長崎県,-,-,,62
2023-05-01,-,-,小型,熊本県,-,-,,101
2023-05-01,-,-,小型,大分県,-,-,,44
2023-05-01,-,-,小型,宮崎県,-,-,,30
2023-05-01,-,-,小型,鹿児島県,-,-,,79
2023-05-01,-,-,小型,沖縄県,-,-,,13
2023-06-01,-,-,小型,北海道,-,-,,255
2023-06-01,-,-,小型,青森県,-,-,,20
2023-06-01,-,-,小型,岩手県,-,-,,46
2023-06-01,-,-,小型,宮城県,-,-,,53
2023-06-01,-,-,小型,秋田県,-,-,,12
2023-06-01,-,-,小型,山形県,-,-,,31
2023-06-01,-,-,小型,福島県,-,-,,93
2023-06-01,-,-,小型,茨城県,-,-,,74
2023-06-01,-,-,小型,栃木県,-,-,,34
2023-06-01,-,-,小型,群馬県,-,-,,31
2023-06-01,-,-,小型,埼玉県,-,-,,294
2023-06-01,-,-,小型,千葉県,-,-,,265
2023-06-01,-,-,小型,東京都,-,-,,1471
2023-06-01,-,-,小型,神奈川県,-,-,,534
2023-06-01,-,-,小型,新潟県,-,-,,74
2023-06-01,-,-,小型,山梨県,-,-,,16
2023-06-01,-,-,小型,長野県,-,-,,34
2023-06-01,-,-,小型,富山県,-,-,,27
2023-06-01,-,-,小型,石川県,-,-,,51
2023-06-01,-,-,小型,福井県,-,-,,16
2023-06-01,-,-,小型,岐阜県,-,-,,44
2023-06-01,-,-,小型,静岡県,-,-,,134
2023-06-01,-,-,小型,愛知県,-,-,,155
2023-06-01,-,-,小型,三重県,-,-,,24
2023-06-01,-,-,小型,滋賀県,-,-,,21
2023-06-01,-,-,小型,京都府,-,-,,93
2023-06-01,-,-,小型,大阪府,-,-,,308
2023-06-01,-,-,小型,兵庫県,-,-,,158
2023-06-01,-,-,小型,奈良県,-,-,,46
2023-06-01,-,-,小型,和歌山県,-,-,,34
2023-06-01,-,-,小型,鳥取県,-,-,,17
2023-06-01,-,-,小型,島根県,-,-,,35
2023-06-01,-,-,小型,岡山県,-,-,,76
2023-06-01,-,-,小型,広島県,-,-,,68
2023-06-01,-,-,小型,山口県,-,-,,24
2023-06-01,-,-,小型,徳島県,-,-,,33
2023-06-01,-,-,小型,香川県,-,-,,8
2023-06-01,-,-,小型,愛媛県,-,-,,27
2023-06-01,-,-,小型,高知県,-,-,,48
2023-06-01,-,-,小型,福岡県,-,-,,156
2023-06-01,-,-,小型,佐賀県,-,-,,25
2023-06-01,-,-,小型,長崎県,-,-,,62
2023-06-01,-,-,小型,熊本県,-,-,,101
2023-06-01,-,-,小型,大分県,-,-,,44
2023-06-01,-,-,小型,宮崎県,-,-,,30
2023-06-01,-,-,小型,鹿児島県,-,-,,79
2023-06-01,-,-,小型,沖縄県,-,-,,13
2023-07-01,-,-,小型,北海道,-,-,,257
2023-07-01,-,-,小型,青森県,-,-,,20
2023-07-01,-,-,小型,岩手県,-,-,,46
2023-07-01,-,-,小型,宮城県,-,-,,53
2023-07-01,-,-,小型,秋田県,-,-,,12
2023-07-01,-,-,小型,山形県,-,-,,31
2023-07-01,-,-,小型,福島県,-,-,,93
2023-07-01,-,-,小型,茨城県,-,-,,74
2023-07-01,-,-,小型,栃木県,-,-,,34
2023-07-01,-,-,小型,群馬県,-,-,,31
2023-07-01,-,-,小型,埼玉県,-,-,,293
2023-07-01,-,-,小型,千葉県,-,-,,266
2023-07-01,-,-,小型,東京都,-,-,,1471
2023-07-01,-,-,小型,神奈川県,-,-,,540
2023-07-01,-,-,小型,新潟県,-,-,,74
2023-07-01,-,-,小型,山梨県,-,-,,16
2023-07-01,-,-,小型,長野県,-,-,,32
2023-07-01,-,-,小型,富山県,-,-,,27
2023-07-01,-,-,小型,石川県,-,-,,51
2023-07-01,-,-,小型,福井県,-,-,,16
2023-07-01,-,-,小型,岐阜県,-,-,,45
2023-07-01,-,-,小型,静岡県,-,-,,135
2023-07-01,-,-,小型,愛知県,-,-,,155
2023-07-01,-,-,小型,三重県,-,-,,24
2023-07-01,-,-,小型,滋賀県,-,-,,21
2023-07-01,-,-,小型,京都府,-,-,,93
2023-07-01,-,-,小型,大阪府,-,-,,311
2023-07-01,-,-,小型,兵庫県,-,-,,159
2023-07-01,-,-,小型,奈良県,-,-,,46
2023-07-01,-,-,小型,和歌山県,-,-,,34
2023-07-01,-,-,小型,鳥取県,-,-,,17
2023-07-01,-,-,小型,島根県,-,-,,35
2023-07-01,-,-,小型,岡山県,-,-,,76
2023-07-01,-,-,小型,広島県,-,-,,67
2023-07-01,-,-,小型,山口県,-,-,,25
2023-07-01,-,-,小型,徳島県,-,-,,33
2023-07-01,-,-,小型,香川県,-,-,,8
2023-07-01,-,-,小型,愛媛県,-,-,,27
2023-07-01,-,-,小型,高知県,-,-,,48
2023-07-01,-,-,小型,福岡県,-,-,,156
2023-07-01,-,-,小型,佐賀県,-,-,,25
2023-07-01,-,-,小型,長崎県,-,-,,62
2023-07-01,-,-,小型,熊本県,-,-,,101
2023-07-01,-,-,小型,大分県,-,-,,44
2023-07-01,-,-,小型,宮崎県,-,-,,30
2023-07-01,-,-,小型,鹿児島県,-,-,,79
2023-07-01,-,-,小型,沖縄県,-,-,,13
2023-08-01,-,-,小型,北海道,-,-,,258
2023-08-01,-,-,小型,青森県,-,-,,20
2023-08-01,-,-,小型,岩手県,-,-,,46
2023-08-01,-,-,小型,宮城県,-,-,,53
2023-08-01,-,-,小型,秋田県,-,-,,12
2023-08-01,-,-,小型,山形県,-,-,,31
2023-08-01,-,-,小型,福島県,-,-,,93
2023-08-01,-,-,小型,茨城県,-,-,,74
2023-08-01,-,-,小型,栃木県,-,-,,34
2023-08-01,-,-,小型,群馬県,-,-,,31
2023-08-01,-,-,小型,埼玉県,-,-,,286
2023-08-01,-,-,小型,千葉県,-,-,,263
2023-08-01,-,-,小型,東京都,-,-,,1472
2023-08-01,-,-,小型,神奈川県,-,-,,538
2023-08-01,-,-,小型,新潟県,-,-,,74
2023-08-01,-,-,小型,山梨県,-,-,,16
2023-08-01,-,-,小型,長野県,-,-,,32
2023-08-01,-,-,小型,富山県,-,-,,27
2023-08-01,-,-,小型,石川県,-,-,,51
2023-08-01,-,-,小型,福井県,-,-,,16
2023-08-01,-,-,小型,岐阜県,-,-,,45
2023-08-01,-,-,小型,静岡県,-,-,,135
2023-08-01,-,-,小型,愛知県,-,-,,155
2023-08-01,-,-,小型,三重県,-,-,,24
2023-08-01,-,-,小型,滋賀県,-,-,,21
2023-08-01,-,-,小型,京都府,-,-,,93
2023-08-01,-,-,小型,大阪府,-,-,,313
2023-08-01,-,-,小型,兵庫県,-,-,,159
2023-08-01,-,-,小型,奈良県,-,-,,46
2023-08-01,-,-,小型,和歌山県,-,-,,34
2023-08-01,-,-,小型,鳥取県,-,-,,17
2023-08-01,-,-,小型,島根県,-,-,,35
2023-08-01,-,-,小型,岡山県,-,-,,76
2023-08-01,-,-,小型,広島県,-,-,,67
2023-08-01,-,-,小型,山口県,-,-,,25
2023-08-01,-,-,小型,徳島県,-,-,,33
2023-08-01,-,-,小型,香川県,-,-,,8
2023-08-01,-,-,小型,愛媛県,-,-,,27
2023-08-01,-,-,小型,高知県,-,-,,48
2023-08-01,-,-,小型,福岡県,-,-,,156
2023-08-01,-,-,小型,佐賀県,-,-,,25
2023-08-01,-,-,小型,長崎県,-,-,,61
2023-08-01,-,-,小型,熊本県,-,-,,101
2023-08-01,-,-,小型,大分県,-,-,,44
2023-08-01,-,-,小型,宮崎県,-,-,,30
2023-08-01,-,-,小型,鹿児島県,-,-,,79
2023-08-01,-,-,小型,沖縄県,-,-,,13
2023-09-01,-,-,小型,北海道,-,-,,259
2023-09-01,-,-,小型,青森県,-,-,,20
2023-09-01,-,-,小型,岩手県,-,-,,46
2023-09-01,-,-,小型,宮城県,-,-,,53
2023-09-01,-,-,小型,秋田県,-,-,,12
2023-09-01,-,-,小型,山形県,-,-,,31
2023-09-01,-,-,小型,福島県,-,-,,93
2023-09-01,-,-,小型,茨城県,-,-,,74
2023-09-01,-,-,小型,栃木県,-,-,,34
2023-09-01,-,-,小型,群馬県,-,-,,31
2023-09-01,-,-,小型,埼玉県,-,-,,286
2023-09-01,-,-,小型,千葉県,-,-,,263
2023-09-01,-,-,小型,東京都,-,-,,1476
2023-09-01,-,-,小型,神奈川県,-,-,,539
2023-09-01,-,-,小型,新潟県,-,-,,74
2023-09-01,-,-,小型,山梨県,-,-,,16
2023-09-01,-,-,小型,長野県,-,-,,32
2023-09-01,-,-,小型,富山県,-,-,,27
2023-09-01,-,-,小型,石川県,-,-,,50
2023-09-01,-,-,小型,福井県,-,-,,17
2023-09-01,-,-,小型,岐阜県,-,-,,45
2023-09-01,-,-,小型,静岡県,-,-,,135
2023-09-01,-,-,小型,愛知県,-,-,,155
2023-09-01,-,-,小型,三重県,-,-,,24
2023-09-01,-,-,小型,滋賀県,-,-,,21
2023-09-01,-,-,小型,京都府,-,-,,93
2023-09-01,-,-,小型,大阪府,-,-,,315
2023-09-01,-,-,小型,兵庫県,-,-,,159
2023-09-01,-,-,小型,奈良県,-,-,,46
2023-09-01,-,-,小型,和歌山県,-,-,,34
2023-09-01,-,-,小型,鳥取県,-,-,,17
2023-09-01,-,-,小型,島根県,-,-,,35
2023-09-01,-,-,小型,岡山県,-,-,,76
2023-09-01,-,-,小型,広島県,-,-,,67
2023-09-01,-,-,小型,山口県,-,-,,25
2023-09-01,-,-,小型,徳島県,-,-,,33
2023-09-01,-,-,小型,香川県,-,-,,8
2023-09-01,-,-,小型,愛媛県,-,-,,27
2023-09-01,-,-,小型,高知県,-,-,,51
2023-09-01,-,-,小型,福岡県,-,-,,155
2023-09-01,-,-,小型,佐賀県,-,-,,25
