年月,未使用2,未使用3,店舗タイプ,都道府県,未使用1,未使用4,ジョブカテゴリ,カウント
2016-12-01,-,-,総合,秋田県,-,-,,20
2016-12-01,-,-,総合,山形県,-,-,,9
2016-12-01,-,-,総合,福島県,-,-,,22
2016-12-01,-,-,総合,茨城県,-,-,,31
2016-12-01,-,-,総合,栃木県,-,-,,23
2016-12-01,-,-,総合,群馬県,-,-,,33
2016-12-01,-,-,総合,埼玉県,-,-,,77
2016-12-01,-,-,総合,千葉県,-,-,,94
2016-12-01,-,-,総合,東京都,-,-,,131
2016-12-01,-,-,総合,神奈川県,-,-,,92
2016-12-01,-,-,総合,新潟県,-,-,,33
2016-12-01,-,-,総合,山梨県,-,-,,11
2016-12-01,-,-,総合,長野県,-,-,,39
2016-12-01,-,-,総合,富山県,-,-,,15
2016-12-01,-,-,総合,石川県,-,-,,18
2016-12-01,-,-,総合,福井県,-,-,,11
2016-12-01,-,-,総合,岐阜県,-,-,,38
2016-12-01,-,-,総合,静岡県,-,-,,27
2016-12-01,-,-,総合,愛知県,-,-,,114
2016-12-01,-,-,総合,三重県,-,-,,38
2016-12-01,-,-,総合,滋賀県,-,-,,43
2016-12-01,-,-,総合,京都府,-,-,,48
2016-12-01,-,-,総合,大阪府,-,-,,175
2016-12-01,-,-,総合,兵庫県,-,-,,79
2016-12-01,-,-,総合,奈良県,-,-,,28
2016-12-01,-,-,総合,和歌山県,-,-,,11
2016-12-01,-,-,総合,鳥取県,-,-,,10
2016-12-01,-,-,総合,島根県,-,-,,12
2016-12-01,-,-,総合,岡山県,-,-,,22
2016-12-01,-,-,総合,広島県,-,-,,40
2016-12-01,-,-,総合,山口県,-,-,,29
2016-12-01,-,-,総合,徳島県,-,-,,5
2016-12-01,-,-,総合,香川県,-,-,,11
2016-12-01,-,-,総合,愛媛県,-,-,,14
2016-12-01,-,-,総合,高知県,-,-,,7
2016-12-01,-,-,総合,福岡県,-,-,,93
2016-12-01,-,-,総合,佐賀県,-,-,,14
2016-12-01,-,-,総合,長崎県,-,-,,18
2016-12-01,-,-,総合,熊本県,-,-,,35
2016-12-01,-,-,総合,大分県,-,-,,28
2016-12-01,-,-,総合,宮崎県,-,-,,15
2016-12-01,-,-,総合,鹿児島県,-,-,,25
2016-12-01,-,-,総合,沖縄県,-,-,,31
2017-01-01,-,-,総合,北海道,-,-,,90
2017-01-01,-,-,総合,青森県,-,-,,26
2017-01-01,-,-,総合,岩手県,-,-,,23
2017-01-01,-,-,総合,宮城県,-,-,,26
2017-01-01,-,-,総合,秋田県,-,-,,20
2017-01-01,-,-,総合,山形県,-,-,,9
2017-01-01,-,-,総合,福島県,-,-,,22
2017-01-01,-,-,総合,茨城県,-,-,,30
2017-01-01,-,-,総合,栃木県,-,-,,23
2017-01-01,-,-,総合,群馬県,-,-,,33
2017-01-01,-,-,総合,埼玉県,-,-,,76
2017-01-01,-,-,総合,千葉県,-,-,,93
2017-01-01,-,-,総合,東京都,-,-,,128
2017-01-01,-,-,総合,神奈川県,-,-,,92
2017-01-01,-,-,総合,新潟県,-,-,,33
2017-01-01,-,-,総合,山梨県,-,-,,11
2017-01-01,-,-,総合,長野県,-,-,,39
2017-01-01,-,-,総合,富山県,-,-,,14
2017-01-01,-,-,総合,石川県,-,-,,18
2017-01-01,-,-,総合,福井県,-,-,,11
2017-01-01,-,-,総合,岐阜県,-,-,,38
2017-01-01,-,-,総合,静岡県,-,-,,27
2017-01-01,-,-,総合,愛知県,-,-,,114
2017-01-01,-,-,総合,三重県,-,-,,38
2017-01-01,-,-,総合,滋賀県,-,-,,42
2017-01-01,-,-,総合,京都府,-,-,,48
2017-01-01,-,-,総合,大阪府,-,-,,173
2017-01-01,-,-,総合,兵庫県,-,-,,80
2017-01-01,-,-,総合,奈良県,-,-,,28
2017-01-01,-,-,総合,和歌山県,-,-,,11
2017-01-01,-,-,総合,鳥取県,-,-,,10
2017-01-01,-,-,総合,島根県,-,-,,12
2017-01-01,-,-,総合,岡山県,-,-,,22
2017-01-01,-,-,総合,広島県,-,-,,40
2017-01-01,-,-,総合,山口県,-,-,,29
2017-01-01,-,-,総合,徳島県,-,-,,5
2017-01-01,-,-,総合,香川県,-,-,,11
2017-01-01,-,-,総合,愛媛県,-,-,,14
2017-01-01,-,-,総合,高知県,-,-,,7
2017-01-01,-,-,総合,福岡県,-,-,,93
2017-01-01,-,-,総合,佐賀県,-,-,,14
2017-01-01,-,-,総合,長崎県,-,-,,18
2017-01-01,-,-,総合,熊本県,-,-,,35
2017-01-01,-,-,総合,大分県,-,-,,28
2017-01-01,-,-,総合,宮崎県,-,-,,15
2017-01-01,-,-,総合,鹿児島県,-,-,,25
2017-01-01,-,-,総合,沖縄県,-,-,,31
2017-02-01,-,-,総合,北海道,-,-,,89
2017-02-01,-,-,総合,青森県,-,-,,26
2017-02-01,-,-,総合,岩手県,-,-,,22
2017-02-01,-,-,総合,宮城県,-,-,,25
2017-02-01,-,-,総合,秋田県,-,-,,20
2017-02-01,-,-,総合,山形県,-,-,,9
2017-02-01,-,-,総合,福島県,-,-,,21
2017-02-01,-,-,総合,茨城県,-,-,,30
2017-02-01,-,-,総合,栃木県,-,-,,22
2017-02-01,-,-,総合,群馬県,-,-,,33
2017-02-01,-,-,総合,埼玉県,-,-,,76
2017-02-01,-,-,総合,千葉県,-,-,,93
2017-02-01,-,-,総合,東京都,-,-,,127
2017-02-01,-,-,総合,神奈川県,-,-,,92
2017-02-01,-,-,総合,新潟県,-,-,,32
2017-02-01,-,-,総合,山梨県,-,-,,11
2017-02-01,-,-,総合,長野県,-,-,,38
2017-02-01,-,-,総合,富山県,-,-,,14
2017-02-01,-,-,総合,石川県,-,-,,18
2017-02-01,-,-,総合,福井県,-,-,,11
2017-02-01,-,-,総合,岐阜県,-,-,,38
2017-02-01,-,-,総合,静岡県,-,-,,27
2017-02-01,-,-,総合,愛知県,-,-,,113
2017-02-01,-,-,総合,三重県,-,-,,39
2017-02-01,-,-,総合,滋賀県,-,-,,42
2017-02-01,-,-,総合,京都府,-,-,,48
2017-02-01,-,-,総合,大阪府,-,-,,173
2017-02-01,-,-,総合,兵庫県,-,-,,79
2017-02-01,-,-,総合,奈良県,-,-,,28
2017-02-01,-,-,総合,和歌山県,-,-,,11
2017-02-01,-,-,総合,鳥取県,-,-,,10
2017-02-01,-,-,総合,島根県,-,-,,13
2017-02-01,-,-,総合,岡山県,-,-,,22
2017-02-01,-,-,総合,広島県,-,-,,40
2017-02-01,-,-,総合,山口県,-,-,,29
2017-02-01,-,-,総合,徳島県,-,-,,5
2017-02-01,-,-,総合,香川県,-,-,,11
2017-02-01,-,-,総合,愛媛県,-,-,,14
2017-02-01,-,-,総合,高知県,-,-,,7
2017-02-01,-,-,総合,福岡県,-,-,,92
2017-02-01,-,-,総合,佐賀県,-,-,,14
2017-02-01,-,-,総合,長崎県,-,-,,18
2017-02-01,-,-,総合,熊本県,-,-,,35
2017-02-01,-,-,総合,大分県,-,-,,28
2017-02-01,-,-,総合,宮崎県,-,-,,15
2017-02-01,-,-,総合,鹿児島県,-,-,,25
2017-02-01,-,-,総合,沖縄県,-,-,,31
2017-03-01,-,-,総合,北海道,-,-,,89
2017-03-01,-,-,総合,青森県,-,-,,26
2017-03-01,-,-,総合,岩手県,-,-,,22
2017-03-01,-,-,総合,宮城県,-,-,,25
2017-03-01,-,-,総合,秋田県,-,-,,20
2017-03-01,-,-,総合,山形県,-,-,,9
2017-03-01,-,-,総合,福島県,-,-,,20
2017-03-01,-,-,総合,茨城県,-,-,,30
2017-03-01,-,-,総合,栃木県,-,-,,22
2017-03-01,-,-,総合,群馬県,-,-,,33
2017-03-01,-,-,総合,埼玉県,-,-,,76
2017-03-01,-,-,総合,千葉県,-,-,,93
2017-03-01,-,-,総合,東京都,-,-,,127
2017-03-01,-,-,総合,神奈川県,-,-,,92
2017-03-01,-,-,総合,新潟県,-,-,,33
2017-03-01,-,-,総合,山梨県,-,-,,11
2017-03-01,-,-,総合,長野県,-,-,,38
2017-03-01,-,-,総合,富山県,-,-,,14
2017-03-01,-,-,総合,石川県,-,-,,19
2017-03-01,-,-,総合,福井県,-,-,,11
2017-03-01,-,-,総合,岐阜県,-,-,,38
2017-03-01,-,-,総合,静岡県,-,-,,27
2017-03-01,-,-,総合,愛知県,-,-,,113
2017-03-01,-,-,総合,三重県,-,-,,40
2017-03-01,-,-,総合,滋賀県,-,-,,41
2017-03-01,-,-,総合,京都府,-,-,,47
2017-03-01,-,-,総合,大阪府,-,-,,173
2017-03-01,-,-,総合,兵庫県,-,-,,79
2017-03-01,-,-,総合,奈良県,-,-,,27
2017-03-01,-,-,総合,和歌山県,-,-,,11
2017-03-01,-,-,総合,鳥取県,-,-,,10
2017-03-01,-,-,総合,島根県,-,-,,13
2017-03-01,-,-,総合,岡山県,-,-,,22
2017-03-01,-,-,総合,広島県,-,-,,39
2017-03-01,-,-,総合,山口県,-,-,,30
2017-03-01,-,-,総合,徳島県,-,-,,5
2017-03-01,-,-,総合,香川県,-,-,,11
2017-03-01,-,-,総合,愛媛県,-,-,,14
2017-03-01,-,-,総合,高知県,-,-,,7
2017-03-01,-,-,総合,福岡県,-,-,,92
2017-03-01,-,-,総合,佐賀県,-,-,,13
2017-03-01,-,-,総合,長崎県,-,-,,18
2017-03-01,-,-,総合,熊本県,-,-,,35
2017-03-01,-,-,総合,大分県,-,-,,28
2017-03-01,-,-,総合,宮崎県,-,-,,15
2017-03-01,-,-,総合,鹿児島県,-,-,,25
2017-03-01,-,-,総合,沖縄県,-,-,,31
2017-04-01,-,-,総合,北海道,-,-,,89
2017-04-01,-,-,総合,青森県,-,-,,26
2017-04-01,-,-,総合,岩手県,-,-,,22
2017-04-01,-,-,総合,宮城県,-,-,,25
2017-04-01,-,-,総合,秋田県,-,-,,20
2017-04-01,-,-,総合,山形県,-,-,,9
2017-04-01,-,-,総合,福島県,-,-,,20
2017-04-01,-,-,総合,茨城県,-,-,,30
2017-04-01,-,-,総合,栃木県,-,-,,22
2017-04-01,-,-,総合,群馬県,-,-,,33
2017-04-01,-,-,総合,埼玉県,-,-,,76
2017-04-01,-,-,総合,千葉県,-,-,,93
2017-04-01,-,-,総合,東京都,-,-,,126
2017-04-01,-,-,総合,神奈川県,-,-,,92
2017-04-01,-,-,総合,新潟県,-,-,,33
2017-04-01,-,-,総合,山梨県,-,-,,11
2017-04-01,-,-,総合,長野県,-,-,,38
2017-04-01,-,-,総合,富山県,-,-,,14
2017-04-01,-,-,総合,石川県,-,-,,19
2017-04-01,-,-,総合,福井県,-,-,,11
2017-04-01,-,-,総合,岐阜県,-,-,,39
2017-04-01,-,-,総合,静岡県,-,-,,27
2017-04-01,-,-,総合,愛知県,-,-,,113
2017-04-01,-,-,総合,三重県,-,-,,40
2017-04-01,-,-,総合,滋賀県,-,-,,41
2017-04-01,-,-,総合,京都府,-,-,,47
2017-04-01,-,-,総合,大阪府,-,-,,174
2017-04-01,-,-,総合,兵庫県,-,-,,79
2017-04-01,-,-,総合,奈良県,-,-,,27
2017-04-01,-,-,総合,和歌山県,-,-,,11
2017-04-01,-,-,総合,鳥取県,-,-,,10
2017-04-01,-,-,総合,島根県,-,-,,13
2017-04-01,-,-,総合,岡山県,-,-,,22
2017-04-01,-,-,総合,広島県,-,-,,39
2017-04-01,-,-,総合,山口県,-,-,,30
2017-04-01,-,-,総合,徳島県,-,-,,6
2017-04-01,-,-,総合,香川県,-,-,,11
2017-04-01,-,-,総合,愛媛県,-,-,,14
2017-04-01,-,-,総合,高知県,-,-,,7
2017-04-01,-,-,総合,福岡県,-,-,,92
2017-04-01,-,-,総合,佐賀県,-,-,,13
2017-04-01,-,-,総合,長崎県,-,-,,18
2017-04-01,-,-,総合,熊本県,-,-,,34
2017-04-01,-,-,総合,大分県,-,-,,27
2017-04-01,-,-,総合,宮崎県,-,-,,15
2017-04-01,-,-,総合,鹿児島県,-,-,,25
2017-04-01,-,-,総合,沖縄県,-,-,,31
2017-05-01,-,-,総合,北海道,-,-,,89
2017-05-01,-,-,総合,青森県,-,-,,26
2017-05-01,-,-,総合,岩手県,-,-,,22
2017-05-01,-,-,総合,宮城県,-,-,,25
2017-05-01,-,-,総合,秋田県,-,-,,20
2017-05-01,-,-,総合,山形県,-,-,,9
2017-05-01,-,-,総合,福島県,-,-,,20
2017-05-01,-,-,総合,茨城県,-,-,,30
2017-05-01,-,-,総合,栃木県,-,-,,22
2017-05-01,-,-,総合,群馬県,-,-,,33
2017-05-01,-,-,総合,埼玉県,-,-,,74
2017-05-01,-,-,総合,千葉県,-,-,,92
2017-05-01,-,-,総合,東京都,-,-,,125
2017-05-01,-,-,総合,神奈川県,-,-,,92
2017-05-01,-,-,総合,新潟県,-,-,,33
2017-05-01,-,-,総合,山梨県,-,-,,11
2017-05-01,-,-,総合,長野県,-,-,,38
2017-05-01,-,-,総合,富山県,-,-,,14
2017-05-01,-,-,総合,石川県,-,-,,19
2017-05-01,-,-,総合,福井県,-,-,,11
2017-05-01,-,-,総合,岐阜県,-,-,,38
2017-05-01,-,-,総合,静岡県,-,-,,27
2017-05-01,-,-,総合,愛知県,-,-,,112
2017-05-01,-,-,総合,三重県,-,-,,40
2017-05-01,-,-,総合,滋賀県,-,-,,41
2017-05-01,-,-,総合,京都府,-,-,,47
2017-05-01,-,-,総合,大阪府,-,-,,174
2017-05-01,-,-,総合,兵庫県,-,-,,79
2017-05-01,-,-,総合,奈良県,-,-,,27
2017-05-01,-,-,総合,和歌山県,-,-,,11
2017-05-01,-,-,総合,鳥取県,-,-,,10
2017-05-01,-,-,総合,島根県,-,-,,14
2017-05-01,-,-,総合,岡山県,-,-,,22
2017-05-01,-,-,総合,広島県,-,-,,39
2017-05-01,-,-,総合,山口県,-,-,,30
2017-05-01,-,-,総合,徳島県,-,-,,6
2017-05-01,-,-,総合,香川県,-,-,,11
2017-05-01,-,-,総合,愛媛県,-,-,,14
2017-05-01,-,-,総合,高知県,-,-,,7
2017-05-01,-,-,総合,福岡県,-,-,,92
2017-05-01,-,-,総合,佐賀県,-,-,,13
2017-05-01,-,-,総合,長崎県,-,-,,18
2017-05-01,-,-,総合,熊本県,-,-,,32
2017-05-01,-,-,総合,大分県,-,-,,28
2017-05-01,-,-,総合,宮崎県,-,-,,16
2017-05-01,-,-,総合,鹿児島県,-,-,,25
2017-05-01,-,-,総合,沖縄県,-,-,,31
2017-06-01,-,-,総合,北海道,-,-,,89
2017-06-01,-,-,総合,青森県,-,-,,26
2017-06-01,-,-,総合,岩手県,-,-,,22
2017-06-01,-,-,総合,宮城県,-,-,,25
2017-06-01,-,-,総合,秋田県,-,-,,20
2017-06-01,-,-,総合,山形県,-,-,,9
2017-06-01,-,-,総合,福島県,-,-,,19
2017-06-01,-,-,総合,茨城県,-,-,,30
2017-06-01,-,-,総合,栃木県,-,-,,22
2017-06-01,-,-,総合,群馬県,-,-,,33
2017-06-01,-,-,総合,埼玉県,-,-,,73
2017-06-01,-,-,総合,千葉県,-,-,,92
2017-06-01,-,-,総合,東京都,-,-,,123
2017-06-01,-,-,総合,神奈川県,-,-,,90
2017-06-01,-,-,総合,新潟県,-,-,,33
2017-06-01,-,-,総合,山梨県,-,-,,11
2017-06-01,-,-,総合,長野県,-,-,,38
2017-06-01,-,-,総合,富山県,-,-,,14
2017-06-01,-,-,総合,石川県,-,-,,19
2017-06-01,-,-,総合,福井県,-,-,,11
2017-06-01,-,-,総合,岐阜県,-,-,,38
2017-06-01,-,-,総合,静岡県,-,-,,26
2017-06-01,-,-,総合,愛知県,-,-,,112
2017-06-01,-,-,総合,三重県,-,-,,40
2017-06-01,-,-,総合,滋賀県,-,-,,41
2017-06-01,-,-,総合,京都府,-,-,,47
2017-06-01,-,-,総合,大阪府,-,-,,174
2017-06-01,-,-,総合,兵庫県,-,-,,80
2017-06-01,-,-,総合,奈良県,-,-,,27
2017-06-01,-,-,総合,和歌山県,-,-,,11
2017-06-01,-,-,総合,鳥取県,-,-,,10
2017-06-01,-,-,総合,島根県,-,-,,14
2017-06-01,-,-,総合,岡山県,-,-,,22
2017-06-01,-,-,総合,広島県,-,-,,39
2017-06-01,-,-,総合,山口県,-,-,,30
2017-06-01,-,-,総合,徳島県,-,-,,6
2017-06-01,-,-,総合,香川県,-,-,,11
2017-06-01,-,-,総合,愛媛県,-,-,,14
2017-06-01,-,-,総合,高知県,-,-,,7
2017-06-01,-,-,総合,福岡県,-,-,,91
2017-06-01,-,-,総合,佐賀県,-,-,,13
2017-06-01,-,-,総合,長崎県,-,-,,18
2017-06-01,-,-,総合,熊本県,-,-,,32
2017-06-01,-,-,総合,大分県,-,-,,28
2017-06-01,-,-,総合,宮崎県,-,-,,16
2017-06-01,-,-,総合,鹿児島県,-,-,,25
2017-06-01,-,-,総合,沖縄県,-,-,,31
2017-07-01,-,-,総合,北海道,-,-,,89
2017-07-01,-,-,総合,青森県,-,-,,26
2017-07-01,-,-,総合,岩手県,-,-,,22
2017-07-01,-,-,総合,宮城県,-,-,,25
2017-07-01,-,-,総合,秋田県,-,-,,20
2017-07-01,-,-,総合,山形県,-,-,,9
2017-07-01,-,-,総合,福島県,-,-,,19
2017-07-01,-,-,総合,茨城県,-,-,,30
2017-07-01,-,-,総合,栃木県,-,-,,22
2017-07-01,-,-,総合,群馬県,-,-,,33
2017-07-01,-,-,総合,埼玉県,-,-,,73
2017-07-01,-,-,総合,千葉県,-,-,,94
2017-07-01,-,-,総合,東京都,-,-,,123
2017-07-01,-,-,総合,神奈川県,-,-,,90
2017-07-01,-,-,総合,新潟県,-,-,,33
2017-07-01,-,-,総合,山梨県,-,-,,11
2017-07-01,-,-,総合,長野県,-,-,,38
2017-07-01,-,-,総合,富山県,-,-,,14
2017-07-01,-,-,総合,石川県,-,-,,19
2017-07-01,-,-,総合,福井県,-,-,,11
2017-07-01,-,-,総合,岐阜県,-,-,,38
2017-07-01,-,-,総合,静岡県,-,-,,26
2017-07-01,-,-,総合,愛知県,-,-,,112
2017-07-01,-,-,総合,三重県,-,-,,40
2017-07-01,-,-,総合,滋賀県,-,-,,41
2017-07-01,-,-,総合,京都府,-,-,,47
2017-07-01,-,-,総合,大阪府,-,-,,174
2017-07-01,-,-,総合,兵庫県,-,-,,81
2017-07-01,-,-,総合,奈良県,-,-,,27
2017-07-01,-,-,総合,和歌山県,-,-,,11
2017-07-01,-,-,総合,鳥取県,-,-,,10
2017-07-01,-,-,総合,島根県,-,-,,14
2017-07-01,-,-,総合,岡山県,-,-,,22
2017-07-01,-,-,総合,広島県,-,-,,39
2017-07-01,-,-,総合,山口県,-,-,,30
2017-07-01,-,-,総合,徳島県,-,-,,6
2017-07-01,-,-,総合,香川県,-,-,,11
2017-07-01,-,-,総合,愛媛県,-,-,,14
2017-07-01,-,-,総合,高知県,-,-,,7
2017-07-01,-,-,総合,福岡県,-,-,,92
2017-07-01,-,-,総合,佐賀県,-,-,,13
2017-07-01,-,-,総合,長崎県,-,-,,18
2017-07-01,-,-,総合,熊本県,-,-,,32
2017-07-01,-,-,総合,大分県,-,-,,28
2017-07-01,-,-,総合,宮崎県,-,-,,16
2017-07-01,-,-,総合,鹿児島県,-,-,,26
2017-07-01,-,-,総合,沖縄県,-,-,,31
2017-08-01,-,-,総合,北海道,-,-,,89
2017-08-01,-,-,総合,青森県,-,-,,26
2017-08-01,-,-,総合,岩手県,-,-,,22
2017-08-01,-,-,総合,宮城県,-,-,,24
2017-08-01,-,-,総合,秋田県,-,-,,20
2017-08-01,-,-,総合,山形県,-,-,,9
2017-08-01,-,-,総合,福島県,-,-,,19
2017-08-01,-,-,総合,茨城県,-,-,,29
2017-08-01,-,-,総合,栃木県,-,-,,22
2017-08-01,-,-,総合,群馬県,-,-,,33
2017-08-01,-,-,総合,埼玉県,-,-,,73
2017-08-01,-,-,総合,千葉県,-,-,,94
2017-08-01,-,-,総合,東京都,-,-,,123
2017-08-01,-,-,総合,神奈川県,-,-,,90
2017-08-01,-,-,総合,新潟県,-,-,,33
2017-08-01,-,-,総合,山梨県,-,-,,11
2017-08-01,-,-,総合,長野県,-,-,,38
2017-08-01,-,-,総合,富山県,-,-,,14
2017-08-01,-,-,総合,石川県,-,-,,19
2017-08-01,-,-,総合,福井県,-,-,,11
2017-08-01,-,-,総合,岐阜県,-,-,,38
2017-08-01,-,-,総合,静岡県,-,-,,26
2017-08-01,-,-,総合,愛知県,-,-,,112
2017-08-01,-,-,総合,三重県,-,-,,40
2017-08-01,-,-,総合,滋賀県,-,-,,41
2017-08-01,-,-,総合,京都府,-,-,,47
2017-08-01,-,-,総合,大阪府,-,-,,174
2017-08-01,-,-,総合,兵庫県,-,-,,81
2017-08-01,-,-,総合,奈良県,-,-,,27
2017-08-01,-,-,総合,和歌山県,-,-,,11
2017-08-01,-,-,総合,鳥取県,-,-,,10
2017-08-01,-,-,総合,島根県,-,-,,14
2017-08-01,-,-,総合,岡山県,-,-,,22
2017-08-01,-,-,総合,広島県,-,-,,39
2017-08-01,-,-,総合,山口県,-,-,,30
2017-08-01,-,-,総合,徳島県,-,-,,6
2017-08-01,-,-,総合,香川県,-,-,,11
2017-08-01,-,-,総合,愛媛県,-,-,,14
2017-08-01,-,-,総合,高知県,-,-,,7
2017-08-01,-,-,総合,福岡県,-,-,,92
2017-08-01,-,-,総合,佐賀県,-,-,,12
2017-08-01,-,-,総合,長崎県,-,-,,18
2017-08-01,-,-,総合,熊本県,-,-,,33
2017-08-01,-,-,総合,大分県,-,-,,28
2017-08-01,-,-,総合,宮崎県,-,-,,16
2017-08-01,-,-,総合,鹿児島県,-,-,,26
2017-08-01,-,-,総合,沖縄県,-,-,,32
2017-09-01,-,-,総合,北海道,-,-,,89
2017-09-01,-,-,総合,青森県,-,-,,26
2017-09-01,-,-,総合,岩手県,-,-,,22
2017-09-01,-,-,総合,宮城県,-,-,,24
2017-09-01,-,-,総合,秋田県,-,-,,20
2017-09-01,-,-,総合,山形県,-,-,,9
2017-09-01,-,-,総合,福島県,-,-,,19
2017-09-01,-,-,総合,茨城県,-,-,,29
2017-09-01,-,-,総合,栃木県,-,-,,22
2017-09-01,-,-,総合,群馬県,-,-,,33
2017-09-01,-,-,総合,埼玉県,-,-,,74
2017-09-01,-,-,総合,千葉県,-,-,,93
2017-09-01,-,-,総合,東京都,-,-,,123
2017-09-01,-,-,総合,神奈川県,-,-,,90
2017-09-01,-,-,総合,新潟県,-,-,,34
2017-09-01,-,-,総合,山梨県,-,-,,11
2017-09-01,-,-,総合,長野県,-,-,,40
2017-09-01,-,-,総合,富山県,-,-,,14
2017-09-01,-,-,総合,石川県,-,-,,19
2017-09-01,-,-,総合,福井県,-,-,,11
2017-09-01,-,-,総合,岐阜県,-,-,,38
2017-09-01,-,-,総合,静岡県,-,-,,26
2017-09-01,-,-,総合,愛知県,-,-,,113
2017-09-01,-,-,総合,三重県,-,-,,40
2017-09-01,-,-,総合,滋賀県,-,-,,41
2017-09-01,-,-,総合,京都府,-,-,,46
2017-09-01,-,-,総合,大阪府,-,-,,172
2017-09-01,-,-,総合,兵庫県,-,-,,81
2017-09-01,-,-,総合,奈良県,-,-,,27
2017-09-01,-,-,総合,和歌山県,-,-,,11
2017-09-01,-,-,総合,鳥取県,-,-,,10
2017-09-01,-,-,総合,島根県,-,-,,14
2017-09-01,-,-,総合,岡山県,-,-,,22
2017-09-01,-,-,総合,広島県,-,-,,39
2017-09-01,-,-,総合,山口県,-,-,,30
2017-09-01,-,-,総合,徳島県,-,-,,6
2017-09-01,-,-,総合,香川県,-,-,,11
2017-09-01,-,-,総合,愛媛県,-,-,,14
2017-09-01,-,-,総合,高知県,-,-,,7
2017-09-01,-,-,総合,福岡県,-,-,,92
2017-09-01,-,-,総合,佐賀県,-,-,,13
2017-09-01,-,-,総合,長崎県,-,-,,18
2017-09-01,-,-,総合,熊本県,-,-,,34
2017-09-01,-,-,総合,大分県,-,-,,28
2017-09-01,-,-,総合,宮崎県,-,-,,16
2017-09-01,-,-,総合,鹿児島県,-,-,,26
2017-09-01,-,-,総合,沖縄県,-,-,,32
2017-10-01,-,-,総合,北海道,-,-,,89
2017-10-01,-,-,総合,青森県,-,-,,26
2017-10-01,-,-,総合,岩手県,-,-,,22
2017-10-01,-,-,総合,宮城県,-,-,,24
2017-10-01,-,-,総合,秋田県,-,-,,20
2017-10-01,-,-,総合,山形県,-,-,,9
2017-10-01,-,-,総合,福島県,-,-,,19
2017-10-01,-,-,総合,茨城県,-,-,,29
2017-10-01,-,-,総合,栃木県,-,-,,22
2017-10-01,-,-,総合,群馬県,-,-,,33
2017-10-01,-,-,総合,埼玉県,-,-,,73
2017-10-01,-,-,総合,千葉県,-,-,,93
2017-10-01,-,-,総合,東京都,-,-,,122
2017-10-01,-,-,総合,神奈川県,-,-,,90
2017-10-01,-,-,総合,新潟県,-,-,,34
2017-10-01,-,-,総合,山梨県,-,-,,11
2017-10-01,-,-,総合,長野県,-,-,,40
2017-10-01,-,-,総合,富山県,-,-,,14
2017-10-01,-,-,総合,石川県,-,-,,19
2017-10-01,-,-,総合,福井県,-,-,,11
2017-10-01,-,-,総合,岐阜県,-,-,,38
2017-10-01,-,-,総合,静岡県,-,-,,26
2017-10-01,-,-,総合,愛知県,-,-,,113
2017-10-01,-,-,総合,三重県,-,-,,41
2017-10-01,-,-,総合,滋賀県,-,-,,41
2017-10-01,-,-,総合,京都府,-,-,,46
2017-10-01,-,-,総合,大阪府,-,-,,173
2017-10-01,-,-,総合,兵庫県,-,-,,81
2017-10-01,-,-,総合,奈良県,-,-,,27
2017-10-01,-,-,総合,和歌山県,-,-,,11
2017-10-01,-,-,総合,鳥取県,-,-,,11
2017-10-01,-,-,総合,島根県,-,-,,15
2017-10-01,-,-,総合,岡山県,-,-,,22
2017-10-01,-,-,総合,広島県,-,-,,39
2017-10-01,-,-,総合,山口県,-,-,,30
2017-10-01,-,-,総合,徳島県,-,-,,6
2017-10-01,-,-,総合,香川県,-,-,,11
2017-10-01,-,-,総合,愛媛県,-,-,,14
2017-10-01,-,-,総合,高知県,-,-,,7
2017-10-01,-,-,総合,福岡県,-,-,,92
2017-10-01,-,-,総合,佐賀県,-,-,,13
2017-10-01,-,-,総合,長崎県,-,-,,18
2017-10-01,-,-,総合,熊本県,-,-,,34
2017-10-01,-,-,総合,大分県,-,-,,28
2017-10-01,-,-,総合,宮崎県,-,-,,16
2017-10-01,-,-,総合,鹿児島県,-,-,,26
2017-10-01,-,-,総合,沖縄県,-,-,,32
2017-11-01,-,-,総合,北海道,-,-,,89
2017-11-01,-,-,総合,青森県,-,-,,26
2017-11-01,-,-,総合,岩手県,-,-,,22
2017-11-01,-,-,総合,宮城県,-,-,,24
2017-11-01,-,-,総合,秋田県,-,-,,20
2017-11-01,-,-,総合,山形県,-,-,,9
2017-11-01,-,-,総合,福島県,-,-,,19
2017-11-01,-,-,総合,茨城県,-,-,,28
2017-11-01,-,-,総合,栃木県,-,-,,22
2017-11-01,-,-,総合,群馬県,-,-,,33
2017-11-01,-,-,総合,埼玉県,-,-,,73
2017-11-01,-,-,総合,千葉県,-,-,,94
2017-11-01,-,-,総合,東京都,-,-,,124
2017-11-01,-,-,総合,神奈川県,-,-,,89
2017-11-01,-,-,総合,新潟県,-,-,,34
2017-11-01,-,-,総合,山梨県,-,-,,11
2017-11-01,-,-,総合,長野県,-,-,,40
2017-11-01,-,-,総合,富山県,-,-,,14
2017-11-01,-,-,総合,石川県,-,-,,19
2017-11-01,-,-,総合,福井県,-,-,,11
2017-11-01,-,-,総合,岐阜県,-,-,,38
2017-11-01,-,-,総合,静岡県,-,-,,26
2017-11-01,-,-,総合,愛知県,-,-,,114
2017-11-01,-,-,総合,三重県,-,-,,41
2017-11-01,-,-,総合,滋賀県,-,-,,41
