発売日,クロスレビュー(評価),価格帯,ジャンル,メーカー,タイトル,シリーズ,ID,カウント
1994-12-03,37,"￥6,000代",RCG,ナムコ,リッジレーサー,-,6937,0
1994-12-03,30,"￥8,000代",-,アートディンク,A4A列車で行こう4エヴォリューション,-,6938,0
1994-12-03,-,"￥6,000代",PZL/TBL,サンソフト,麻雀ステーションMAZIN麻神,-,6939,0
1994-12-03,-,"￥7,000代",-,テクノソフト,熱血親子,-,6940,0
1994-12-03,32,"￥6,000代",STG,コナミ,極上パロディウスだ！DELUXEPACK,-,6941,0
1994-12-03,-,-,-,ソニー,クライムクラッカーズ,-,6942,0
1994-12-03,30,-,-,アートディンク,A4A列車で行こう4エヴォリューション発売記念限定セット,-,8442,0
1994-12-03,-,-,PZL/TBL,シャノアール,麻雀悟空天竺,-,8934,0
1994-12-03,-,-,-,タイムワーナーインタラクティブ,タマ,-,10234,0
1994-12-09,-,-,-,コナミ,ツインビー対戦ぱずるだま,-,7361,0
1994-12-09,-,-,-,フォーラム,喜国雅彦印笑う婦警さんパチスロハンター,-,10279,0
1994-12-16,-,-,-,ソニー,モータートゥーン・グランプリ,-,7085,0
1994-12-16,30,-,A-RPG,フロム・ソフトウェア,キングスフィールド,-,8080,0
1994-12-22,-,-,-,アスミック,宝魔ハンターライムスペシャルコレクションVol.1,-,6943,0
1994-12-22,31,"￥6,000代",SPG,コナミ,実況パワフルプロ野球'95,野球,6944,0
1994-12-22,-,-,-,アスキー,柿木将棋,-,8132,0
1994-12-22,-,-,FTG,ポリグラム,ツインゴッデス,-,10178,0
1994-12-22,-,-,-,テクノスジャパン,ジオキューブ,-,10343,0
1995-01-01,30,"￥6,000代",FTG,タカラ,闘神伝,-,7587,0
1995-01-20,-,-,-,ネオレックス,コズミックレース,-,10353,0
1995-01-27,31,"￥6,000代",SHT,ソニー,キリーク・ザ・ブラッド,-,7028,0
1995-01-27,-,-,-,ナムコ,サイバースレッド,-,7208,0
1995-01-27,-,-,-,ソフトバンク,ミスト,-,9691,0
1995-01-27,-,-,-,パンサーソフトウェア,スペースグリフォンVF-9,-,10090,0
1995-01-27,-,-,STG,日本システム,雷電プロジェクト,-,10265,0
1995-02-03,-,-,-,日本一ソフトウェア,ジグソーワールド,-,9719,0
1995-03-24,-,-,-,ソニー,上海万里の長城,-,7106,0
1995-03-24,-,-,-,ソニー,上海万里の長城(マウス同梱版),-,7522,0
1995-03-24,-,-,-,ジャレコ,アイドル雀士スーチーパイリミテッド,-,9257,0
1995-03-31,30,"￥6,000代",SML,ソニー,ヴィクトリーゾーン,-,7022,0
1995-03-31,-,-,-,ナムコ,スターブレードα,-,7209,0
1995-03-31,38,"￥6,000代",FTG,ナムコ,鉄拳,-,7255,0
1995-03-31,-,-,-,アスミック,宇宙生物フロポン君P！,-,8325,0
1995-03-31,-,-,TBL,テクノソフト,球転界,-,9353,0
1995-04-14,-,-,-,ココナッツジャパン,パチ夫くんパチンコランド大冒険,-,9369,0
1995-04-21,-,-,-,セタ,金沢将棋'95,-,9682,0
1995-04-28,34,"￥6,000代",ACT,ソニー,ジャンピングフラッシュ！アロハ男爵ファンキー大作戦の巻,-,6971,0
1995-04-28,-,-,-,ソニー,ガンナーズヘブン,-,7025,0
1995-04-28,-,-,-,アルトロン,ミスランドまちがい探しゲーム,-,8408,0
1995-04-28,-,-,-,エクシング,ぐっすんおよよ,-,8811,0
1995-05-12,-,-,-,翔泳社,エンターテイメント雀荘ザッツ・ポン！,-,9627,0
1995-05-26,-,-,-,アルュメ,悟空伝説マジック・ビースト・ウォリアーズ,-,8414,0
1995-05-26,-,-,-,サンソフト,へべれけスてーショんポポイっと,-,8691,0
1995-05-26,-,-,-,日本物産,ニチブツマージャン女子高名人戦,-,9588,0
1995-06-09,-,-,-,サンソフト,ゲームの達人,-,8680,0
1995-06-16,-,-,-,マップジャパン,ユニバーサル・バーチャパチスロ必勝攻略法,-,9743,0
1995-06-23,-,-,-,バンダイ,機動戦士ガンダム,-,7836,0
1995-06-23,-,-,-,ガスト,ファルカタアストラン・パードマの紋章,-,9573,0
1995-06-23,-,-,-,コピアシステム,競馬最勝の法則'95,-,9792,0
1995-06-30,31,"￥6,000代",SRPG,ソニー,アークザラッド,-,6947,111
1995-06-30,31,"￥6,000代",STG,ナムコ,エースコンバット,-,7198,0
1995-06-30,-,-,SLG,アートディンク,アクアノートの休日,-,8449,0
1995-07-07,-,-,PZL/TBL,アスキー,麻雀巌流島,-,8137,0
1995-07-07,-,-,-,アジェンダ,動画でパズルだ！プップクプー,-,8302,0
1995-07-07,-,-,-,スカイ・シンク・システム,くるりんPA！,-,10220,0
1995-07-14,-,-,SPT,コナミ,実況パワフルプロ野球'95開幕版,野球,7294,0
1995-07-21,-,-,SPT,コナミ,Jリーグ実況ウイニングイレブン,サッカー,7280,0
1995-07-21,35,"￥6,500代",A-RPG,フロム・ソフトウェア,キングスフィールド2,-,8081,0
1995-07-21,-,-,-,ココナッツジャパン,サイバーウォー,-,10330,0
1995-07-28,-,-,-,ソニー,フィロソマ,-,7061,0
1995-07-28,-,-,-,バンダイ,ドラゴンボールZアルティメットバトル22,-,7812,0
1995-07-28,-,-,-,ビング,ナイトストライカー,-,9927,0
1995-08-11,-,-,FTG,カプコン,ストリートファイターリアルバトルオンフィルム,ストリートファイター,7643,0
1995-08-11,-,-,-,カプコン,学校のコワイうわさ花子さんが来た！！,-,7692,0
1995-08-11,-,-,-,エクシング,サザンアイズ吸精公主,-,8812,0
1995-08-11,-,-,-,SPS,グランド・ストローク,-,8842,0
1995-08-25,-,-,-,タイトー,ツァイトガイスト,-,8160,0
1995-08-25,-,-,-,ズーム,ゼロディバイド,-,10317,0
1995-09-08,-,-,-,コナミ,永世名人,-,7436,0
1995-09-08,-,-,-,サンソフト,おーちゃんのお絵かきロジックパズラー監修・本家本元,-,8669,0
1995-09-08,35,"￥6,000代",SPT,ニュー,ボクサーズロード,-,10236,0
1995-09-15,-,-,SLG,コーエー,信長の野望覇王伝,-,7937,0
1995-09-15,-,-,-,アスミック,宝魔ハンターライムSpecialCollectionVol.2,-,8326,0
1995-09-22,-,-,-,トンキンハウス,Vテニス,-,8184,0
1995-09-22,-,-,-,アークシステムワークス,エグゼクター,-,8438,0
1995-09-22,-,-,-,ポニーキャニオン,メタルジャケット,-,9706,0
1995-09-22,-,-,-,ユービーアイソフト,レイマン,-,10125,0
1995-09-29,-,-,-,ソニー,ハーミィホッパーヘッドスクラップパニック,-,7058,0
1995-09-29,-,-,-,ナムコ,プライムゴールEXJリーグサッカー,-,7236,0
1995-09-29,-,-,STG,コナミ,出たなツインビーヤッホー！デラックスパック,-,7456,0
1995-09-29,-,-,-,コーエー,エミットバリューセット,-,7872,0
1995-09-29,-,-,-,コーエー,三國志4,三國志,7917,0
1995-09-29,-,-,-,ヒューマン,ユニバーサル機完全解析パチスロシミュレーター,-,9211,0
1995-09-29,-,-,-,ココナッツジャパン,キングオブボウリング,-,9363,0
1995-09-29,33,"￥6,000代",SPT,トミー,新日本プロレスリング闘魂烈伝,-,9398,0
1995-09-29,-,-,-,ログ,対局将棋極,-,10390,0
1995-10-13,-,-,-,ソニー,ウィザードリィ7ガーディアの宝珠,-,6950,0
1995-10-13,32,"￥7,000代",SLG,コナミ,ときめきメモリアルforeverwithyou,-,7367,0
1995-10-13,32,-,SLG,コナミ,ときめきメモリアルforeverwithyou限定版,-,7512,0
1995-10-13,-,-,-,BMGビクター,トータルエクリプスターボ,-,8516,0
1995-10-13,-,-,-,サンソフト,ゲームの鉄人THE上海,-,8682,0
1995-10-13,-,-,-,ヒューマン,ハイパーフォーメーションサッカー,-,9197,0
1995-10-13,-,-,-,日本一ソフトウェア,The鬼退治目指せ！二代目桃太郎,-,9716,0
1995-10-20,-,-,-,アトラス,豪血寺一族2ちょっとだけ最強伝説,-,7534,0
1995-10-20,-,-,ETC,エクゼコ,サンダーストーム＆ロードブラスター,-,8831,0
1995-10-27,-,-,SRPG,ソニー,戦国サイバー藤丸地獄変,-,6964,0
1995-10-27,-,-,-,リバーヒルソフト,卒業2ネオジュネレーション,-,9416,0
1995-10-27,-,-,-,ギャガ,ダークシード,-,9949,0
1995-11-03,-,-,RPG,ソニー,ビヨンドザビヨンド遥かなるカナーンへ,-,6953,0
1995-11-03,-,-,-,アルトロン,ただいま惑星開拓中！,-,8401,0
1995-11-03,30,"￥7,000代",PZL/TBL,セタ,井出洋介の麻雀家族,麻雀,9680,0
1995-11-10,-,-,-,エクシング,海底大戦争,-,8827,0
1995-11-10,-,-,-,データム・ポリスター,負けるな！魔剣道2,-,9442,0
1995-11-17,-,-,-,エレクトロニック・アーツ,戦略将棋,-,8932,0
1995-11-17,-,-,-,ヘクト,サラブレッドブリーダー2プラス,-,9659,0
1995-11-17,-,-,-,フジテレビ,ナイトヘッドザ・ラビリンス,-,10374,0
1995-11-22,-,-,-,ナムコ,ナムコミュージアムVOL.1,-,7229,0
1995-11-22,30,"￥7,000代",SLG,アートディンク,A4A列車で行こう4エヴォリューショングローバル,-,8441,0
1995-11-22,-,-,-,BMGビクター,オフワールド・インターセプターエクストリーム,-,8513,0
1995-11-22,-,-,-,ジャレコ,燃えろ！！プロ野球'95ダブルヘッダー,野球,9253,0
1995-11-22,-,-,-,ココナッツジャパン,ストライカーワールドカッププレミアムステージ,-,9366,0
1995-11-22,-,-,-,リバーヒルソフト,J.B.ハロルドブルー・シカゴ・ブルース,-,9411,0
1995-11-22,-,-,-,ソフトバンク,AI将棋,-,9687,0
1995-12-01,-,-,-,ソニー,戦闘国家エア・ランド・バトル,-,7108,0
1995-12-01,33,"￥9,000代",ADV,アクレイムジャパン,Dの食卓コンプリートグラフィックス,-,8275,0
1995-12-01,-,-,-,テクノソフト,リヴァーシオン,-,9352,0
1995-12-01,-,-,-,翔泳社,ブレイクスルー,-,9624,0
1995-12-01,33,"￥8,000代",SPT,セタ,パーフェクトゴルフ,ゴルフ,9676,0
1995-12-03,39,"￥6,000代",RAC,ナムコ,リッジレーサーレボリューション,-,7242,0
1995-12-08,-,-,SLG,アートディンク,カルネージハート,-,8448,0
1995-12-08,-,-,-,ウィザード,ミラクルワールド不思議の国のIQ迷路,-,8786,0
1995-12-08,-,-,-,セタ,将棋女流名人位戦,-,9683,0
1995-12-08,-,-,-,ギャガ,スノーマン,-,9947,0
1995-12-08,-,-,-,ギャガ,スノーマン初回限定版,-,9948,0
1995-12-08,-,-,-,ツクダオリジナル,オセロワールド2夢と未知への挑戦,-,10340,0
1995-12-15,-,-,RPG,コナミ,幻想水滸伝,-,7448,0
1995-12-15,-,-,-,アトラス,ガンバードGUNBIRD,-,7471,0
1995-12-15,-,-,-,アトラス,鉄道王'96いくぜ億万長者！！,-,7541,0
1995-12-15,-,-,-,カプコン,ストリートファイター2ムービー,-,7646,0
1995-12-15,-,-,-,ビクター,クラシックロード,-,8013,0
1995-12-15,-,-,-,日本物産,祇園花,-,9597,0
1995-12-15,-,-,-,吉本興業,爆笑！！オール吉本クイズ王決定戦DX,-,10393,0
1995-12-22,31,"￥6,000代",SPT,コナミ,NBAパワーダンカーズ,バスケットボール,7307,0
1995-12-22,-,-,-,タカラ,ちびまる子ちゃんまる子絵日記ワールド,-,7575,0
1995-12-22,-,-,FTG,カプコン,ストリートファイターZERO,ストリートファイター,7647,0
1995-12-22,-,-,STG,バンダイ,PDウルトラマンインベーダー,-,7709,0
1995-12-22,30,"￥6,000代",ADV,バンプレスト,土器王紀,-,9162,0
1995-12-22,-,-,-,ヒューマン,ザ・ファイヤーメン2ピート＆ダニー,-,9184,0
1995-12-22,-,-,-,角川書店,東京ダンジョン,-,9824,0
1995-12-22,-,-,-,ファミリーソフト,メタモル・パニックDOKIDOKI妖魔バスターズ！！,-,10108,0
1995-12-29,-,-,-,ソニー,キリーク・ザ・ブラッド2ReasoninMadness,-,7029,0
1995-12-29,-,-,-,ソニー,ホーンドアウルハイパーブラスター同梱版(ハイパーブラスター対応),-,7079,0
1995-12-29,-,-,STG,ソニー,通天閣,-,7111,0
1995-12-29,-,-,-,ソニー,ホーンドアウル(ハイパーブラスター対応),-,7521,0
1995-12-29,30,"￥6,000代",FTG,タカラ,闘神伝2,-,7589,0
1995-12-29,-,-,-,コーエー,ウイニングポストEX,-,7895,0
1995-12-29,-,-,-,テクモ,でろーんでろでろ,-,7971,0
1995-12-29,-,-,ADV/SLG,アークシステムワークス,ウィザーズハーモニー,-,8435,0
1995-12-29,30,"￥6,000代",SLG,エレクトロニック・アーツ,テーマパーク,-,8909,0
1995-12-29,-,-,-,データム・ポリスター,四柱推命ピタグラフ,-,9441,0
1995-12-29,-,-,ETC,日本物産,ニチブツアーケードクラシックス,-,9586,0
1995-12-29,-,-,-,メサイヤ,超兄貴究極無敵銀河最強男,-,9815,0
1995-12-29,-,-,-,ポリグラム,エコエコアザラク,-,10176,0
1996-01-01,-,-,-,ナムコ,ナムコマージャンスパローガーデン,-,7228,0
1996-01-13,-,-,A-PZL,データイースト,マジカルドロップ,-,8091,0
1996-01-13,-,-,ADV,アイディアファクトリー,厄友情談疑,-,8211,0
1996-01-13,-,-,-,アルトロン,ロボ・ピット,-,8411,0
1996-01-13,-,-,-,エレクトロニック・アーツ,ハイオクタン,-,8917,0
1996-01-13,-,-,-,ヴァージンインタラクティブ,アジャイル・ウォーリアー,-,9310,0
1996-01-13,-,-,-,コピアシステム,競馬最勝の法則'96Vol.1,-,9793,0
1996-01-13,-,-,-,小学館プロダクション,くまのプー太郎空はピンクだ！全員集合！！<それダメっす>,-,10022,0
1996-01-13,-,-,-,マイクロネット,闘牌伝アカギ,-,10162,0
1996-01-19,-,-,ADV,コナミ,ポリスノーツ,-,7415,0
1996-01-19,-,-,-,BPS,松方弘樹のワールドフィッシング,-,8526,0
1996-01-19,-,-,-,エクシング,フローティングランナー7つの水晶の物語,-,8820,0
1996-01-19,-,-,-,東北新社,占都物語その1,-,10033,0
1996-01-26,-,-,-,データイースト,水滸演武,-,8095,0
1996-01-26,-,-,-,アクレイムジャパン,WWFレッスルマニア・ジ・アーケードゲーム,-,8295,0
1996-01-26,-,-,-,アスミック,サイドワインダー,-,8322,0
1996-01-26,-,-,SRPG,バンプレスト,第4次スーパーロボット大戦S,-,9134,0
1996-01-26,-,-,-,翔泳社,グリルロジック,-,9626,0
1996-01-26,-,-,ETC,メディアクエスト,ライフスケイプ生命40億年はるかな旅,-,9647,0
1996-01-26,-,-,-,ソフトバンク,ディセント,-,9690,0
1996-01-26,-,-,-,サントス,シュタールフェーダー鉄甲飛空団,-,10212,0
1996-02-02,-,-,-,バップ,古典詰碁集四神の巻,-,10050,0
1996-02-02,-,-,ADV,ライトスタッフ,アルナムの牙獣族十二神徒伝説,-,10112,0
1996-02-09,-,-,-,ソニー,デストラクション・ダービー,-,7050,0
1996-02-09,-,-,-,ナムコ,ナムコミュージアムVOL.2,-,7230,0
1996-02-09,-,-,-,コナミ,ポリスノーツプライベートコレクション,-,7416,0
1996-02-09,-,-,-,ナムコ,ナムコミュージアムVOL.2ボリュームコントローラ付き限定ボックス,-,7527,0
1996-02-09,-,-,-,バンタンインターナショナル,デスマスク,-,10363,0
1996-02-16,-,-,-,コナミ,スナッチャー,-,7344,0
1996-02-16,-,-,-,タイトー,チャンピオンレスラー実況ライブ,-,8159,0
1996-02-16,-,-,-,アスミック,ハードロックキャブ,-,8324,0
1996-02-16,-,-,-,イマジニア,昇龍三國演義,-,8497,0
1996-02-16,-,-,STG,インタープレイ,サイベリア,-,8771,0
1996-02-16,-,-,ACT,エポック社,ドラえもんのび太と復活の星,-,8847,0
1996-02-16,-,-,-,ヒューマン,パペットズーピロミィ,-,9204,0
1996-02-16,-,-,A-PZL,パトラ,ロードランナーレジェンドリターンズ,-,10253,0
1996-02-16,-,-,-,ヴァンガード,ヴィークル・キャヴァリアー,-,10270,0
1996-02-23,-,-,-,コーエー,太閤立志伝2,-,7946,0
1996-02-23,-,-,ETC,ビクター,アメリカ横断ウルトラクイズ,-,8010,0
1996-02-23,-,-,-,アテナ,ブロキッズ,-,8354,0
1996-02-23,-,-,-,アテナ,ブロキッズボリュームコントローラ付きDXパック,-,8355,0
1996-02-23,-,-,-,エレクトロニック・アーツ,PGAツアー96,-,8878,0
1996-02-23,-,-,-,ガスト,ウエルカムハウス,-,9571,0
1996-02-23,-,-,-,日本物産,ハイパークレイジークライマー,-,9589,0
1996-02-23,-,-,-,カネコ,全日本GT選手権改,-,10395,0
1996-03-01,-,-,-,コナミ,進め！対戦ぱずるだま,-,7459,0
1996-03-01,-,-,-,ビクター,ノバストーム,-,8026,0
1996-03-01,-,-,-,アクレイムジャパン,レボリューションX,-,8296,0
1996-03-01,-,-,-,アスミック,ヴォルケンクラッツァー,-,8321,0
1996-03-01,-,-,ADV,ヒューマン,トワイライトシンドローム探索編,-,9193,0
1996-03-01,-,-,-,ココナッツジャパン,ワールドカップゴルフイン・ハイアットドラドビーチ,-,9375,0
1996-03-08,-,-,-,バンダイビジュアル,卒業Rグラデュエーションリアル,-,8073,0
1996-03-08,-,-,-,アイディアファクトリー,CG昔話じいさん2度びっくり,-,8197,0
1996-03-08,-,-,-,BMGビクター,ゲックス,-,8514,0
1996-03-08,-,-,-,エンジェル,美少女戦士セーラームーンSuperS真・主役争奪戦,-,8939,0
1996-03-08,-,-,-,エンジェル,美少女戦士セーラームーンSuperS真・主役争奪戦初回限定版,-,8940,0
1996-03-08,-,-,-,ヒューマン,ロジックパズルレインボータウン,-,9213,0
1996-03-08,-,-,-,TEN研究所,SANKYOFEVER実践シミュレーション,-,9778,0
1996-03-15,-,-,-,カプコン,ストリートファイター2ムービー,ストリートファイター,908,0
1996-03-15,-,-,-,コナミ,ワールドサッカーウイニングイレブン,-,7287,0
1996-03-15,-,-,-,インタープレイ,ブラッドファクトリー,-,8773,0
1996-03-15,-,-,-,ヒューマン,ファイヤープロレスリング96,-,9205,0
1996-03-15,-,-,-,翔泳社,ゾーク・ワン,-,9628,0
1996-03-22,-,-,-,ソニー,ワイプアウト,-,7092,0
1996-03-22,-,-,-,コナミ,がんばれゴエモン宇宙海賊アコギング,-,7326,0
1996-03-22,-,-,-,タカラ,DX人生ゲーム,-,7470,0
1996-03-22,-,-,-,タカラ,チョロQ,-,7576,0
1996-03-22,-,-,-,カプコン,ヴァンパイアザナイトウォリアーズ,-,7628,0
1996-03-22,-,-,A-ADV,カプコン,バイオハザード,バイオハザード,7660,119
1996-03-22,-,-,-,カプコン,天地を喰らう2赤壁の戦い,-,7696,0
1996-03-22,-,-,-,コーエー,ウイニングポスト2,-,7888,0
1996-03-22,-,-,-,コーエー,エアーマネジメント'96,-,7896,0
1996-03-22,-,-,-,アステックトゥーワン,宇宙豪商伝爆裂商人,-,8318,0
1996-03-22,-,-,-,アテナ,アテナの家庭盤ファミリーゲームズ,-,8351,0
1996-03-22,-,-,-,イマジニア,メルティランサー銀河少女警察2086,-,8493,0
1996-03-22,-,-,-,エレクトロニック・アーツ,ロードラッシュ,-,8930,0
1996-03-22,-,-,-,ヒューマン,ハイパーファイナルマッチテニス,-,9196,0
1996-03-29,-,-,FTG,ナムコ,鉄拳2,-,7256,137
1996-03-29,-,-,STG,コナミ,グラディウスデラックスパック,-,7332,0
1996-03-29,-,-,-,バンダイ,機動戦士ガンダムVer.2,-,7837,0
1996-03-29,-,-,-,バンダイ,機動戦士ガンダムVer.2リミテッドエディション,-,7838,0
1996-03-29,-,-,-,コーエー,アンジェリークスペシャル,-,7880,0
1996-03-29,-,-,-,コーエー,アンジェリークスペシャルプレミアムパック,-,7882,0
1996-03-29,-,-,-,コーエー,三國志英傑伝,三國志,7925,0
1996-03-29,-,-,-,コーエー,信長の野望天翔記,-,7935,0
1996-03-29,-,-,-,コーエー,大戦略プレイヤーズスピリット,-,7952,0
1996-03-29,-,-,-,タイトー,パズルボブル2,-,8161,0
1996-03-29,-,-,-,BPS,テトリスX,-,8522,0
1996-03-29,-,-,-,トミー,思考型パズルゲームぬうぱ,-,9383,0
1996-03-29,-,-,-,ナグザット,キリングゾーン,-,9424,0
1996-03-29,-,-,-,ファミリーソフト,あすか120%スペシャルバーニングフェスト,-,10105,0
1996-03-29,-,-,-,ゼネラル・エンタテイメント,ティズトウキョウ・インセクト・ズー,-,10224,0
1996-04-12,-,-,-,アテナ,リングオブサイアス,-,8360,0
1996-04-12,-,-,-,バンプレスト,プレイスタジアム,-,9143,0
1996-04-12,-,-,-,ジャレコ,スラムドラゴン,-,9255,0
1996-04-12,-,-,-,日本物産,デッドヒートロード,-,9585,0
1996-04-12,-,-,-,ネクサスインターラクト,ポテスタス,-,9979,0
1996-04-19,-,-,-,エレクトロニック・アーツ,オーバードライビンDX,-,8893,0
1996-04-19,-,-,-,エレクトロニック・アーツ,オーバードライビンDXラリーエディション,-,8894,0
1996-04-19,-,-,-,TGL,アドヴァンストヴァリアブル・ジオ,-,9506,0
1996-04-19,-,-,-,ソフトバンク,ドゥームDOOM,-,9695,0
1996-04-19,-,-,-,セイブ開発,めざせ！戦球王,-,10320,0
1996-04-26,-,-,-,ソニー,ジャンピングフラッシュ2,-,6972,0
1996-04-26,-,-,STG,ナムコ,ギャラクシアン3,-,7206,0
1996-04-26,-,-,-,コナミ,ときめきメモリアルプライベートコレクション,-,7372,0
1996-04-26,-,-,-,カプコン,ロックマンX3,-,7686,0
1996-04-26,-,-,ETC,アイマックス,アイレムアーケードクラシックス,-,8235,0
1996-04-26,-,-,-,アスミック・エース,シヴィライゼーション新・世界七大文明,-,8333,0
1996-04-26,-,-,ACT,アートディンク,太陽のしっぽ,-,8468,0
1996-04-26,-,-,-,アーバンプラント,ダブルドラゴン,-,8471,0
1996-04-26,-,-,-,BPS,信長疾風記煌,-,8527,0
1996-04-26,-,-,-,エレクトロニック・アーツ,Jリーグバーチャルスタジアム'96,-,8870,0
1996-04-26,-,-,-,ヴィジット,ザ・心理ゲーム,-,9228,0
1996-04-26,-,-,-,ココナッツジャパン,ジョニー・バズーカ,-,9365,0
1996-04-26,-,-,-,TEN研究所,パチパチサーガ,-,9773,0
1996-05-03,-,-,-,バンダイ,キャプテン翼Jゲットインザトゥモロゥ,-,7785,0
1996-05-03,-,-,-,アイランドクリエイション,サラブレッド達の栄冠,-,8240,0
1996-05-03,-,-,-,サンソフト,ギャラクシーファイトユニバーサル・ウォーリアーズ,-,8678,0
1996-05-03,-,-,-,元気,首都高バトルドリフトキング土屋圭市＆坂東正明,-,10101,0
1996-05-03,-,-,-,システム・クリエイト,アンスタック,-,10306,0
1996-05-03,-,-,-,チームバグハウス,パンドラプロジェクト,-,10338,0
1996-05-10,-,-,-,アイマックス,花札グラフィティー恋々物語,-,8238,0
1996-05-10,-,-,-,サクセス,ウルフファング空牙2001,-,9067,0
1996-05-10,-,-,-,ソフトバンク,バディムス,-,9696,0
1996-05-17,-,-,-,アクレイムジャパン,NBAジャムトーナメントエディション,-,8277,0
1996-05-17,-,-,-,プリズム・アーツ,サーキットビート,-,10243,0
1996-05-17,-,-,-,マルチソフト,デフコン5,-,10277,0
1996-05-24,-,-,-,ソニー,ESPNストリートゲームス,-,6985,0
1996-05-24,-,-,-,ソニー,モータートゥーン・グランプリ2,-,7086,0
1996-05-24,-,-,-,ビクター,サンダーホーク2,-,8017,0
1996-05-24,-,-,-,アテナ,デザエモンプラス,-,8353,0
1996-05-24,-,-,-,日本クラリービジネス,矢追純一極秘プロジェクトUFOを追え！！,-,10408,0
1996-05-31,-,-,-,バンダイ,ドラゴンボールZ偉大なるドラゴンボール伝説,-,7813,0
1996-05-31,-,-,-,アイランドクリエイション,ブロックくずしデデンの逆襲,-,8241,0
1996-05-31,-,-,-,アクレイムジャパン,エイリアントリロジー,-,8283,0
1996-05-31,-,-,-,アルュメ,あいどるプロモーションすずきゆみえ,-,8413,0
1996-05-31,-,-,-,エレクトロニック・アーツ,ダンジョン・クリエイター,-,8904,0
1996-05-31,-,-,-,エレクトロニック・アーツ,ダンジョンクリエイター限定盤,-,8905,0
1996-05-31,-,-,-,メディアエンターテイメント,キュイーン,-,9270,0
1996-05-31,-,-,-,日本物産,エキスパート,-,9581,0
1996-05-31,-,-,-,ギャガ,鉄球トゥルーピンボール,-,9950,0
1996-05-31,-,-,-,セントラルシステムズ,エクストリーム・パワー,-,10230,0
1996-06-07,-,-,SLG,アミューズ,ぼのぐらしこれで完璧でぃす,-,8378,0
1996-06-07,-,-,-,イマジニア,ヴィクトリースパイク,-,8477,0
1996-06-14,-,-,-,ソニー,モータルコンバット3,-,6974,0
1996-06-14,-,-,-,エレクトロニック・アーツ,NBAライブ96,-,8873,0
1996-06-14,-,-,-,翔泳社,痛快！！スロット・シューティング,-,9638,0
1996-06-14,-,-,PZL/TBL,童,麻雀戦術安藤満プロの亜空間殺法,-,10080,0
1996-06-21,-,-,-,ナムコ,ナムコミュージアムVOL.3,-,7231,0
1996-06-21,-,-,-,コナミ,栄光のフェアウエイ,-,7435,0
1996-06-21,-,-,-,ビクター,シーバス・フィッシング,-,8018,0
1996-06-21,-,-,A-RPG,フロム・ソフトウェア,キングスフィールド3,-,8082,0
1996-06-21,-,-,-,アンティノスレコード,EPSシリーズVOL.1森川友紀子BecauseILoveYou,-,8416,0
1996-06-21,-,-,-,アンティノスレコード,EPSシリーズVOL.2仲間由紀恵MOONLIGHTtoDAYBREAK,-,8417,0
1996-06-21,-,-,-,アンティノスレコード,EPSシリーズVOL.3角田智美ComeandKissMe,-,8418,0
1996-06-21,-,-,-,アンティノスレコード,EPSシリーズVOL.4山本ともあNoiseReduction,-,8419,0
1996-06-21,-,-,-,アンティノスレコード,EPSシリーズVOL.5水谷純子BelieverDreamer,-,8420,0
1996-06-21,-,-,-,メディアワークス,新フォーチュンクエスト食卓の騎士たち,-,9555,0
1996-06-21,-,-,-,ガスト,メールプラーナ,-,9574,0
1996-06-21,-,-,-,毎日コミュニケーションズ,極大道棋詰むや詰まざるや,-,9896,0
1996-06-21,-,-,-,オクタゴンエンタテインメント,対決！るみーず！メルヘンランド,-,10282,0
1996-06-28,-,-,ETC,コナミ,ハイパーオリンピックインアトランタ,-,7381,0
1996-06-28,-,-,PZL/TBL,カプコン,井出洋介名人の新実戦麻雀,-,7691,0
1996-06-28,-,-,STG,バンダイ,SDガンダムオーバーギャラクシアン,SDガンダム,7720,0
1996-06-28,-,-,-,イースリースタッフ,卒業クロスワールド,-,8783,0
1996-06-28,-,-,FTG,SNK,ザ・キング・オブ・ファイターズ'95,-,9453,0
1996-06-28,-,-,-,タイムワーナーインタラクティブ,レースドライビンaGO！GO！,-,10235,0
1996-06-28,-,-,-,ゲンソフト,蟲の居所,-,10295,0
1996-07-05,-,-,-,ソニー,トータルNBA'96,-,7010,0
1996-07-05,-,-,ETC,タイトー,タイムギャル＆忍者ハヤテ,-,8158,0
1996-07-05,-,-,ADV,トンキンハウス,雨月奇譚,-,8190,0
1996-07-05,-,-,-,メディアエンターテイメント,ディスクワールド,-,9274,0
1996-07-05,-,-,-,マップジャパン,ネオ・プラネット,-,9758,0
1996-07-05,-,-,-,TEN研究所,SANKYOFEVERダウンタウン劇場,-,9777,0
1996-07-12,-,-,RPG,ソニー,ポポロクロイス物語,-,6954,0
1996-07-12,-,-,-,コーエー,ゴータ2天空の騎士,-,7899,0
1996-07-12,-,-,-,ソフトバンク,マスターズ新・遙かなるオーガスタ,-,9698,0
1996-07-19,-,-,-,アトラス,ストライカーズ1945,-,7496,0
1996-07-19,-,-,-,アートディンク,アクアノートの休日メモリーズオブサマー1996,-,8451,0
1996-07-19,-,-,-,エレクトロニック・アーツ,リトルビッグアドベンチャー,-,8928,0
1996-07-19,-,-,-,バンプレスト,ザ・オープンゴルフヒストリー・オブ・ターンベリー,-,9105,0
