年月,経営動向・景況感,現状・見通,変化,DI,未使用1,未使用4,ジョブカテゴリ,カウント
2011-10-01,経営動向,-,やや減少,客単価DI,-,-,,3800
2011-10-01,経営動向,-,変わらない,客単価DI,-,-,,3630
2011-10-01,経営動向,-,やや増加,客単価DI,-,-,,2270
2011-10-01,経営動向,-,かなり増加,客単価DI,-,-,,100
2011-11-01,経営動向,-,かなり減少,客単価DI,-,-,,310
2011-11-01,経営動向,-,やや減少,客単価DI,-,-,,4340
2011-11-01,経営動向,-,変わらない,客単価DI,-,-,,3630
2011-11-01,経営動向,-,やや増加,客単価DI,-,-,,1690
2011-11-01,経営動向,-,かなり増加,客単価DI,-,-,,30
2011-12-01,経営動向,-,かなり減少,客単価DI,-,-,,110
2011-12-01,経営動向,-,やや減少,客単価DI,-,-,,3350
2011-12-01,経営動向,-,変わらない,客単価DI,-,-,,3350
2011-12-01,経営動向,-,やや増加,客単価DI,-,-,,3060
2011-12-01,経営動向,-,かなり増加,客単価DI,-,-,,140
2012-01-01,経営動向,-,かなり減少,客単価DI,-,-,,120
2012-01-01,経営動向,-,やや減少,客単価DI,-,-,,3490
2012-01-01,経営動向,-,変わらない,客単価DI,-,-,,4360
2012-01-01,経営動向,-,やや増加,客単価DI,-,-,,1990
2012-01-01,経営動向,-,かなり増加,客単価DI,-,-,,30
2012-02-01,経営動向,-,かなり減少,客単価DI,-,-,,170
2012-02-01,経営動向,-,やや減少,客単価DI,-,-,,2780
2012-02-01,経営動向,-,変わらない,客単価DI,-,-,,4350
2012-02-01,経営動向,-,やや増加,客単価DI,-,-,,2610
2012-02-01,経営動向,-,かなり増加,客単価DI,-,-,,100
2012-03-01,経営動向,-,かなり減少,客単価DI,-,-,,710
2012-03-01,経営動向,-,やや減少,客単価DI,-,-,,3910
2012-03-01,経営動向,-,変わらない,客単価DI,-,-,,4050
2012-03-01,経営動向,-,やや増加,客単価DI,-,-,,1290
2012-03-01,経営動向,-,かなり増加,客単価DI,-,-,,30
2012-04-01,経営動向,-,かなり減少,客単価DI,-,-,,300
2012-04-01,経営動向,-,やや減少,客単価DI,-,-,,3130
2012-04-01,経営動向,-,変わらない,客単価DI,-,-,,3980
2012-04-01,経営動向,-,やや増加,客単価DI,-,-,,2470
2012-04-01,経営動向,-,かなり増加,客単価DI,-,-,,130
2012-05-01,経営動向,-,かなり減少,客単価DI,-,-,,270
2012-05-01,経営動向,-,やや減少,客単価DI,-,-,,3460
2012-05-01,経営動向,-,変わらない,客単価DI,-,-,,4550
2012-05-01,経営動向,-,やや増加,客単価DI,-,-,,1730
2012-05-01,経営動向,-,かなり増加,客単価DI,-,-,,0
2012-06-01,経営動向,-,かなり減少,客単価DI,-,-,,200
2012-06-01,経営動向,-,やや減少,客単価DI,-,-,,3500
2012-06-01,経営動向,-,変わらない,客単価DI,-,-,,4440
2012-06-01,経営動向,-,やや増加,客単価DI,-,-,,1820
2012-06-01,経営動向,-,かなり増加,客単価DI,-,-,,30
2012-07-01,経営動向,-,かなり減少,客単価DI,-,-,,410
2012-07-01,経営動向,-,やや減少,客単価DI,-,-,,4160
2012-07-01,経営動向,-,変わらない,客単価DI,-,-,,4160
2012-07-01,経営動向,-,やや増加,客単価DI,-,-,,1280
2012-07-01,経営動向,-,かなり増加,客単価DI,-,-,,0
2012-08-01,経営動向,-,かなり減少,客単価DI,-,-,,310
2012-08-01,経営動向,-,やや減少,客単価DI,-,-,,3830
2012-08-01,経営動向,-,変わらない,客単価DI,-,-,,4250
2012-08-01,経営動向,-,やや増加,客単価DI,-,-,,1500
2012-08-01,経営動向,-,かなり増加,客単価DI,-,-,,100
2012-09-01,経営動向,-,かなり減少,客単価DI,-,-,,390
2012-09-01,経営動向,-,やや減少,客単価DI,-,-,,4470
2012-09-01,経営動向,-,変わらない,客単価DI,-,-,,4080
2012-09-01,経営動向,-,やや増加,客単価DI,-,-,,990
2012-09-01,経営動向,-,かなり増加,客単価DI,-,-,,70
2012-10-01,経営動向,-,かなり減少,客単価DI,-,-,,470
2012-10-01,経営動向,-,やや減少,客単価DI,-,-,,4620
2012-10-01,経営動向,-,変わらない,客単価DI,-,-,,4110
2012-10-01,経営動向,-,やや増加,客単価DI,-,-,,760
2012-10-01,経営動向,-,かなり増加,客単価DI,-,-,,40
2012-11-01,経営動向,-,かなり減少,客単価DI,-,-,,370
2012-11-01,経営動向,-,やや減少,客単価DI,-,-,,3420
2012-11-01,経営動向,-,変わらない,客単価DI,-,-,,4520
2012-11-01,経営動向,-,やや増加,客単価DI,-,-,,1650
2012-11-01,経営動向,-,かなり増加,客単価DI,-,-,,40
2012-12-01,経営動向,-,かなり減少,客単価DI,-,-,,180
2012-12-01,経営動向,-,やや減少,客単価DI,-,-,,3060
2012-12-01,経営動向,-,変わらない,客単価DI,-,-,,4500
2012-12-01,経営動向,-,やや増加,客単価DI,-,-,,2190
2012-12-01,経営動向,-,かなり増加,客単価DI,-,-,,70
2013-01-01,経営動向,-,かなり減少,客単価DI,-,-,,330
2013-01-01,経営動向,-,やや減少,客単価DI,-,-,,3420
2013-01-01,経営動向,-,変わらない,客単価DI,-,-,,4870
2013-01-01,経営動向,-,やや増加,客単価DI,-,-,,1380
2013-01-01,経営動向,-,かなり増加,客単価DI,-,-,,0
2013-02-01,経営動向,-,かなり減少,客単価DI,-,-,,450
2013-02-01,経営動向,-,やや減少,客単価DI,-,-,,4200
2013-02-01,経営動向,-,変わらない,客単価DI,-,-,,4500
2013-02-01,経営動向,-,やや増加,客単価DI,-,-,,860
2013-02-01,経営動向,-,かなり増加,客単価DI,-,-,,0
2013-03-01,経営動向,-,かなり減少,客単価DI,-,-,,270
2013-03-01,経営動向,-,やや減少,客単価DI,-,-,,4370
2013-03-01,経営動向,-,変わらない,客単価DI,-,-,,3760
2013-03-01,経営動向,-,やや増加,客単価DI,-,-,,1560
2013-03-01,経営動向,-,かなり増加,客単価DI,-,-,,40
2013-04-01,経営動向,-,かなり減少,客単価DI,-,-,,530
2013-04-01,経営動向,-,やや減少,客単価DI,-,-,,4250
2013-04-01,経営動向,-,変わらない,客単価DI,-,-,,4320
2013-04-01,経営動向,-,やや増加,客単価DI,-,-,,900
2013-04-01,経営動向,-,かなり増加,客単価DI,-,-,,0
2013-05-01,経営動向,-,かなり減少,客単価DI,-,-,,230
2013-05-01,経営動向,-,やや減少,客単価DI,-,-,,4030
2013-05-01,経営動向,-,変わらない,客単価DI,-,-,,4410
2013-05-01,経営動向,-,やや増加,客単価DI,-,-,,1330
2013-05-01,経営動向,-,かなり増加,客単価DI,-,-,,0
2013-06-01,経営動向,-,かなり減少,客単価DI,-,-,,150
2013-06-01,経営動向,-,やや減少,客単価DI,-,-,,2880
2013-06-01,経営動向,-,変わらない,客単価DI,-,-,,4810
2013-06-01,経営動向,-,やや増加,客単価DI,-,-,,2120
2013-06-01,経営動向,-,かなり増加,客単価DI,-,-,,40
2013-07-01,経営動向,-,かなり減少,客単価DI,-,-,,110
2013-07-01,経営動向,-,やや減少,客単価DI,-,-,,2830
2013-07-01,経営動向,-,変わらない,客単価DI,-,-,,5020
2013-07-01,経営動向,-,やや増加,客単価DI,-,-,,2040
2013-07-01,経営動向,-,かなり増加,客単価DI,-,-,,0
2013-08-01,経営動向,-,かなり減少,客単価DI,-,-,,80
2013-08-01,経営動向,-,やや減少,客単価DI,-,-,,2100
2013-08-01,経営動向,-,変わらない,客単価DI,-,-,,4610
2013-08-01,経営動向,-,やや増加,客単価DI,-,-,,3090
2013-08-01,経営動向,-,かなり増加,客単価DI,-,-,,120
2013-09-01,経営動向,-,かなり減少,客単価DI,-,-,,40
2013-09-01,経営動向,-,やや減少,客単価DI,-,-,,1710
2013-09-01,経営動向,-,変わらない,客単価DI,-,-,,4060
2013-09-01,経営動向,-,やや増加,客単価DI,-,-,,4100
2013-09-01,経営動向,-,かなり増加,客単価DI,-,-,,80
2013-10-01,経営動向,-,かなり減少,客単価DI,-,-,,40
2013-10-01,経営動向,-,やや減少,客単価DI,-,-,,1420
2013-10-01,経営動向,-,変わらない,客単価DI,-,-,,4040
2013-10-01,経営動向,-,やや増加,客単価DI,-,-,,4270
2013-10-01,経営動向,-,かなり増加,客単価DI,-,-,,230
2013-11-01,経営動向,-,かなり減少,客単価DI,-,-,,0
2013-11-01,経営動向,-,やや減少,客単価DI,-,-,,1330
2013-11-01,経営動向,-,変わらない,客単価DI,-,-,,3880
2013-11-01,経営動向,-,やや増加,客単価DI,-,-,,4710
2013-11-01,経営動向,-,かなり増加,客単価DI,-,-,,80
2013-12-01,経営動向,-,かなり減少,客単価DI,-,-,,80
2013-12-01,経営動向,-,やや減少,客単価DI,-,-,,1780
2013-12-01,経営動向,-,変わらない,客単価DI,-,-,,3840
2013-12-01,経営動向,-,やや増加,客単価DI,-,-,,4190
2013-12-01,経営動向,-,かなり増加,客単価DI,-,-,,120
2014-01-01,経営動向,-,かなり減少,客単価DI,-,-,,170
2014-01-01,経営動向,-,やや減少,客単価DI,-,-,,1990
2014-01-01,経営動向,-,変わらない,客単価DI,-,-,,4150
2014-01-01,経営動向,-,やや増加,客単価DI,-,-,,3650
2014-01-01,経営動向,-,かなり増加,客単価DI,-,-,,40
2014-02-01,経営動向,-,かなり減少,客単価DI,-,-,,120
2014-02-01,経営動向,-,やや減少,客単価DI,-,-,,870
2014-02-01,経営動向,-,変わらない,客単価DI,-,-,,4020
2014-02-01,経営動向,-,やや増加,客単価DI,-,-,,4650
2014-02-01,経営動向,-,かなり増加,客単価DI,-,-,,330
2014-03-01,経営動向,-,かなり減少,客単価DI,-,-,,0
2014-03-01,経営動向,-,やや減少,客単価DI,-,-,,580
2014-03-01,経営動向,-,変わらない,客単価DI,-,-,,1810
2014-03-01,経営動向,-,やや増加,客単価DI,-,-,,5760
2014-03-01,経営動向,-,かなり増加,客単価DI,-,-,,1850
2014-04-01,経営動向,-,かなり減少,客単価DI,-,-,,240
2014-04-01,経営動向,-,やや減少,客単価DI,-,-,,3390
2014-04-01,経営動向,-,変わらない,客単価DI,-,-,,3390
2014-04-01,経営動向,-,やや増加,客単価DI,-,-,,2900
2014-04-01,経営動向,-,かなり増加,客単価DI,-,-,,80
2014-05-01,経営動向,-,かなり減少,客単価DI,-,-,,40
2014-05-01,経営動向,-,やや減少,客単価DI,-,-,,1890
2014-05-01,経営動向,-,変わらない,客単価DI,-,-,,3250
2014-05-01,経営動向,-,やや増加,客単価DI,-,-,,4740
2014-05-01,経営動向,-,かなり増加,客単価DI,-,-,,90
2014-06-01,経営動向,-,かなり減少,客単価DI,-,-,,130
2014-06-01,経営動向,-,やや減少,客単価DI,-,-,,1670
2014-06-01,経営動向,-,変わらない,客単価DI,-,-,,3030
2014-06-01,経営動向,-,やや増加,客単価DI,-,-,,4830
2014-06-01,経営動向,-,かなり増加,客単価DI,-,-,,340
2014-07-01,経営動向,-,かなり減少,客単価DI,-,-,,90
2014-07-01,経営動向,-,やや減少,客単価DI,-,-,,1630
2014-07-01,経営動向,-,変わらない,客単価DI,-,-,,3090
2014-07-01,経営動向,-,やや増加,客単価DI,-,-,,4980
2014-07-01,経営動向,-,かなり増加,客単価DI,-,-,,210
2014-08-01,経営動向,-,かなり減少,客単価DI,-,-,,40
2014-08-01,経営動向,-,やや減少,客単価DI,-,-,,1400
2014-08-01,経営動向,-,変わらない,客単価DI,-,-,,2720
2014-08-01,経営動向,-,やや増加,客単価DI,-,-,,5510
2014-08-01,経営動向,-,かなり増加,客単価DI,-,-,,330
2014-09-01,経営動向,-,かなり減少,客単価DI,-,-,,140
2014-09-01,経営動向,-,やや減少,客単価DI,-,-,,1790
2014-09-01,経営動向,-,変わらない,客単価DI,-,-,,3490
2014-09-01,経営動向,-,やや増加,客単価DI,-,-,,4500
2014-09-01,経営動向,-,かなり増加,客単価DI,-,-,,90
2014-10-01,経営動向,-,かなり減少,客単価DI,-,-,,320
2014-10-01,経営動向,-,やや減少,客単価DI,-,-,,1540
2014-10-01,経営動向,-,変わらない,客単価DI,-,-,,3570
2014-10-01,経営動向,-,やや増加,客単価DI,-,-,,4430
2014-10-01,経営動向,-,かなり増加,客単価DI,-,-,,140
2014-11-01,経営動向,-,かなり減少,客単価DI,-,-,,190
2014-11-01,経営動向,-,やや減少,客単価DI,-,-,,2230
2014-11-01,経営動向,-,変わらない,客単価DI,-,-,,3950
2014-11-01,経営動向,-,やや増加,客単価DI,-,-,,3440
2014-11-01,経営動向,-,かなり増加,客単価DI,-,-,,190
2014-12-01,経営動向,-,かなり減少,客単価DI,-,-,,0
2014-12-01,経営動向,-,やや減少,客単価DI,-,-,,1530
2014-12-01,経営動向,-,変わらない,客単価DI,-,-,,3420
2014-12-01,経営動向,-,やや増加,客単価DI,-,-,,4800
2014-12-01,経営動向,-,かなり増加,客単価DI,-,-,,260
2015-01-01,経営動向,-,かなり減少,客単価DI,-,-,,50
2015-01-01,経営動向,-,やや減少,客単価DI,-,-,,1940
2015-01-01,経営動向,-,変わらない,客単価DI,-,-,,3240
2015-01-01,経営動向,-,やや増加,客単価DI,-,-,,4590
2015-01-01,経営動向,-,かなり増加,客単価DI,-,-,,180
2015-02-01,経営動向,-,かなり減少,客単価DI,-,-,,400
2015-02-01,経営動向,-,やや減少,客単価DI,-,-,,2110
2015-02-01,経営動向,-,変わらない,客単価DI,-,-,,4040
2015-02-01,経営動向,-,やや増加,客単価DI,-,-,,3320
2015-02-01,経営動向,-,かなり増加,客単価DI,-,-,,130
2015-03-01,経営動向,-,かなり減少,客単価DI,-,-,,1110
2015-03-01,経営動向,-,やや減少,客単価DI,-,-,,3730
2015-03-01,経営動向,-,変わらない,客単価DI,-,-,,2930
2015-03-01,経営動向,-,やや増加,客単価DI,-,-,,2220
2015-03-01,経営動向,-,かなり増加,客単価DI,-,-,,0
2015-04-01,経営動向,-,かなり減少,客単価DI,-,-,,40
2015-04-01,経営動向,-,やや減少,客単価DI,-,-,,930
2015-04-01,経営動向,-,変わらない,客単価DI,-,-,,2800
2015-04-01,経営動向,-,やや増加,客単価DI,-,-,,5910
2015-04-01,経営動向,-,かなり増加,客単価DI,-,-,,310
2015-05-01,経営動向,-,かなり減少,客単価DI,-,-,,0
2015-05-01,経営動向,-,やや減少,客単価DI,-,-,,670
2015-05-01,経営動向,-,変わらない,客単価DI,-,-,,3160
2015-05-01,経営動向,-,やや増加,客単価DI,-,-,,6000
2015-05-01,経営動向,-,かなり増加,客単価DI,-,-,,180
2015-06-01,経営動向,-,かなり減少,客単価DI,-,-,,0
2015-06-01,経営動向,-,やや減少,客単価DI,-,-,,1480
2015-06-01,経営動向,-,変わらない,客単価DI,-,-,,3700
2015-06-01,経営動向,-,やや増加,客単価DI,-,-,,4770
2015-06-01,経営動向,-,かなり増加,客単価DI,-,-,,50
2015-07-01,経営動向,-,かなり減少,客単価DI,-,-,,0
2015-07-01,経営動向,-,やや減少,客単価DI,-,-,,1110
2015-07-01,経営動向,-,変わらない,客単価DI,-,-,,3600
2015-07-01,経営動向,-,やや増加,客単価DI,-,-,,5200
2015-07-01,経営動向,-,かなり増加,客単価DI,-,-,,90
2015-08-01,経営動向,-,かなり減少,客単価DI,-,-,,140
2015-08-01,経営動向,-,やや減少,客単価DI,-,-,,1000
2015-08-01,経営動向,-,変わらない,客単価DI,-,-,,3620
2015-08-01,経営動向,-,やや増加,客単価DI,-,-,,5020
2015-08-01,経営動向,-,かなり増加,客単価DI,-,-,,230
2015-09-01,経営動向,-,かなり減少,客単価DI,-,-,,50
2015-09-01,経営動向,-,やや減少,客単価DI,-,-,,1140
2015-09-01,経営動向,-,変わらない,客単価DI,-,-,,3380
2015-09-01,経営動向,-,やや増加,客単価DI,-,-,,5110
2015-09-01,経営動向,-,かなり増加,客単価DI,-,-,,320
2015-10-01,経営動向,-,かなり減少,客単価DI,-,-,,0
2015-10-01,経営動向,-,やや減少,客単価DI,-,-,,1260
2015-10-01,経営動向,-,変わらない,客単価DI,-,-,,3860
2015-10-01,経営動向,-,やや増加,客単価DI,-,-,,4800
2015-10-01,経営動向,-,かなり増加,客単価DI,-,-,,90
2015-11-01,経営動向,-,かなり減少,客単価DI,-,-,,0
2015-11-01,経営動向,-,やや減少,客単価DI,-,-,,1110
2015-11-01,経営動向,-,変わらない,客単価DI,-,-,,4760
2015-11-01,経営動向,-,やや増加,客単価DI,-,-,,4090
2015-11-01,経営動向,-,かなり増加,客単価DI,-,-,,40
2015-12-01,経営動向,-,かなり減少,客単価DI,-,-,,90
2015-12-01,経営動向,-,やや減少,客単価DI,-,-,,2850
2015-12-01,経営動向,-,変わらない,客単価DI,-,-,,4250
2015-12-01,経営動向,-,やや増加,客単価DI,-,-,,2810
2015-12-01,経営動向,-,かなり増加,客単価DI,-,-,,0
2016-01-01,経営動向,-,かなり減少,客単価DI,-,-,,50
2016-01-01,経営動向,-,やや減少,客単価DI,-,-,,1370
2016-01-01,経営動向,-,変わらない,客単価DI,-,-,,4470
2016-01-01,経営動向,-,やや増加,客単価DI,-,-,,3930
2016-01-01,経営動向,-,かなり増加,客単価DI,-,-,,180
2016-02-01,経営動向,-,かなり減少,客単価DI,-,-,,0
2016-02-01,経営動向,-,やや減少,客単価DI,-,-,,1660
2016-02-01,経営動向,-,変わらない,客単価DI,-,-,,4220
2016-02-01,経営動向,-,やや増加,客単価DI,-,-,,3980
2016-02-01,経営動向,-,かなり増加,客単価DI,-,-,,140
2016-03-01,経営動向,-,かなり減少,客単価DI,-,-,,50
2016-03-01,経営動向,-,やや減少,客単価DI,-,-,,1440
2016-03-01,経営動向,-,変わらない,客単価DI,-,-,,5140
2016-03-01,経営動向,-,やや増加,客単価DI,-,-,,3370
2016-03-01,経営動向,-,かなり増加,客単価DI,-,-,,0
2016-04-01,経営動向,-,かなり減少,客単価DI,-,-,,50
2016-04-01,経営動向,-,やや減少,客単価DI,-,-,,1310
2016-04-01,経営動向,-,変わらない,客単価DI,-,-,,4270
2016-04-01,経営動向,-,やや増加,客単価DI,-,-,,4370
2016-04-01,経営動向,-,かなり増加,客単価DI,-,-,,0
2016-05-01,経営動向,-,かなり減少,客単価DI,-,-,,0
2016-05-01,経営動向,-,やや減少,客単価DI,-,-,,1740
2016-05-01,経営動向,-,変わらない,客単価DI,-,-,,4680
2016-05-01,経営動向,-,やや増加,客単価DI,-,-,,3580
2016-05-01,経営動向,-,かなり増加,客単価DI,-,-,,0
2016-06-01,経営動向,-,かなり減少,客単価DI,-,-,,0
2016-06-01,経営動向,-,やや減少,客単価DI,-,-,,1390
2016-06-01,経営動向,-,変わらない,客単価DI,-,-,,5450
2016-06-01,経営動向,-,やや増加,客単価DI,-,-,,3120
2016-06-01,経営動向,-,かなり増加,客単価DI,-,-,,50
2016-07-01,経営動向,-,かなり減少,客単価DI,-,-,,50
2016-07-01,経営動向,-,やや減少,客単価DI,-,-,,2180
2016-07-01,経営動向,-,変わらない,客単価DI,-,-,,4600
2016-07-01,経営動向,-,やや増加,客単価DI,-,-,,3170
2016-07-01,経営動向,-,かなり増加,客単価DI,-,-,,0
2016-08-01,経営動向,-,かなり減少,客単価DI,-,-,,0
2016-08-01,経営動向,-,やや減少,客単価DI,-,-,,3070
2016-08-01,経営動向,-,変わらない,客単価DI,-,-,,5070
2016-08-01,経営動向,-,やや増加,客単価DI,-,-,,1850
2016-08-01,経営動向,-,かなり増加,客単価DI,-,-,,0
2016-09-01,経営動向,-,かなり減少,客単価DI,-,-,,200
2016-09-01,経営動向,-,やや減少,客単価DI,-,-,,3120
